2005-07-01, EUR_USD,sell,1.20900,1.19580,1.21053,1.19390,1.20353,-0.01130,-0.02080,-0.01690,-0.01711,-0.02290,-0.01751,-0.01,-0.02,-0.01,-0.01,-0.02,-0.01,-75,-82,-259,-131,-218,-184,-140,-69,-84,-90,-147,-124,-0.03,-0.03,-0.01,-0.01,1.19901,0.00938,-26370,8391,29366,-27196,13555,0.18600,0.08956,0.09644,-157.78,1.20136,1.22306,1.20231,1.20920,1.21053,1.19390,1.21208,1.19390,1.80748,1.20522,-1.7200,-1.6100,-0.5458,-1.0333,-1.2227,-1.3596,-0.1725,-0.7181,-0.9067,-1.5411,-132.0,-23.0,34184
2005-07-03, EUR_USD,sell,1.19570,1.19340,1.19665,1.19060,1.19363,-0.01611,-0.01370,-0.02320,-0.00921,-0.01951,-0.02530,-0.01,-0.01,-0.02,-0.01,-0.02,-0.02,-84,-76,-95,-107,-297,-158,-65,-121,-165,-89,-102,-110,-0.02,-0.03,-0.03,-0.01,1.19351,0.00470,-168,-26370,8391,29366,-27196,0.18397,0.08858,0.09539,-207.75,1.19884,1.22371,1.19409,1.20240,1.20240,1.19060,1.21053,1.19060,1.79195,1.19792,-3.6312,-4.1510,-3.6542,-1.9728,-2.1686,-2.4500,-1.2672,-1.3407,-1.0404,-1.8694,-23.0,-24.5,2269
2005-07-04, EUR_USD,buy,1.19340,1.19095,1.19493,1.18887,1.19154,-0.01805,-0.01856,-0.01615,-0.01805,-0.01166,-0.02196,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-174,-62,-109,-100,-115,-133,-58,-233,-84,-149,-189,-111,-0.02,-0.02,-0.03,-0.03,1.19142,0.00488,-8530,-168,-26370,8391,29366,0.18360,0.08840,0.09520,-190.33,1.19588,1.22459,1.19204,1.19455,1.19493,1.18887,1.19665,1.18887,1.78936,1.19276,-4.2875,-3.2500,-3.7467,-1.7639,-2.2636,-2.2346,-2.1234,-0.8393,-1.3213,-1.7177,-24.5,14.5,27164
2005-07-05, EUR_USD,buy,1.19095,1.19240,1.19393,1.18693,1.19053,-0.00340,-0.01660,-0.01710,-0.02029,-0.01660,-0.01020,-0.00,-0.01,-0.01,-0.02,-0.01,-0.01,-8,26,-155,-44,-94,-86,-278,-231,-47,-212,-73,-133,-0.02,-0.02,-0.02,-0.03,1.19142,-0.00045,21479,-8530,-168,-26370,8391,0.18322,0.08822,0.09500,-165.51,1.19318,1.22549,1.19105,1.19217,1.19393,1.18693,1.19493,1.18693,1.78739,1.19116,-4.1500,-3.6300,-2.8750,-2.2083,-1.8618,-2.0446,-2.1422,-0.8657,-1.4442,-1.2952,14.5,5.0,37970
2005-07-06, EUR_USD,buy,1.19251,1.19300,1.19537,1.18927,1.19213,-0.00040,-0.00280,-0.01600,-0.02360,-0.01970,-0.01600,-0.00,-0.00,-0.01,-0.02,-0.02,-0.01,39,64,-5,34,-147,-37,-303,-163,-268,-223,-42,-204,-0.02,-0.02,-0.02,-0.02,1.19266,-0.00489,7931,21479,-8530,-168,-26370,0.18345,0.08833,0.09512,-132.54,1.19152,1.22616,1.19254,1.19168,1.19537,1.18927,1.19537,1.18693,1.79001,1.19137,-0.3188,-3.0300,-2.7833,-2.5778,-1.4023,-1.8808,-2.0703,-0.9429,-1.5338,-1.1074,5.0,7.0,35576
2005-07-07, EUR_USD,buy,1.19300,1.19371,1.20423,1.19101,1.19486,0.00276,0.00031,-0.00209,-0.01340,-0.02290,-0.01899,0.00,0.00,-0.00,-0.01,-0.02,-0.02,79,83,51,76,-1,43,-92,-104,-292,-155,-255,-213,-0.01,-0.02,-0.02,-0.02,1.19566,-0.01289,-16832,7931,21479,-8530,-168,0.18354,0.08837,0.09517,-89.31,1.18902,1.22690,1.19549,1.19276,1.20423,1.19101,1.20423,1.18927,1.79973,1.19497,2.3250,1.5150,-1.0500,-1.4644,-0.8705,-0.7831,-1.2344,-0.4314,-0.8223,-0.9637,7.0,28.9,28493
2005-07-08, EUR_USD,sell,1.19371,1.19660,1.19866,1.18740,1.19275,0.00420,0.00565,0.00320,-0.01290,-0.01050,-0.02000,0.00,0.00,0.00,-0.01,-0.01,-0.02,138,100,127,128,99,121,-51,-45,-69,-73,-246,-122,-0.01,-0.00,-0.01,-0.02,1.19481,-0.01814,24720,-16832,7931,21479,-8530,0.18365,0.08842,0.09522,-92.90,1.18732,1.22719,1.19409,1.19336,1.19866,1.18740,1.20423,1.18740,1.79236,1.19532,1.1837,0.7470,0.3350,-1.3906,-1.8105,-0.9338,-1.3653,-0.8698,-1.0056,-0.8077,28.9,-1.0,38985
2005-07-10, EUR_USD,buy,1.19680,1.19670,1.19765,1.19580,1.19683,0.00370,0.00429,0.00575,-0.01231,-0.01281,-0.01040,0.00,0.00,0.00,-0.01,-0.01,-0.01,121,82,139,101,129,130,-99,5,-49,-44,-68,-72,-0.01,-0.01,-0.00,-0.01,1.19671,-0.00958,-52,24720,-16832,7931,21479,0.18409,0.08864,0.09546,-67.24,1.18651,1.22481,1.19674,1.19515,1.19765,1.19515,1.19866,1.18740,1.79555,1.19488,0.5688,0.7450,0.4542,-1.6028,-1.7959,-1.2423,-1.3859,-1.4881,-0.5731,-1.0203,-1.0,90.0,1948
2005-07-11, EUR_USD,buy,1.19670,1.20571,1.20859,1.19600,1.20287,0.01200,0.01270,0.01330,0.00991,-0.00330,-0.00380,0.01,0.01,0.01,0.01,-0.00,-0.00,111,269,269,181,268,216,71,199,17,112,43,43,-0.01,-0.01,-0.00,0.00,1.20400,-0.00485,22445,-52,24720,-16832,7931,0.18411,0.08864,0.09546,-10.16,1.18740,1.22169,1.20175,1.19675,1.20859,1.19600,1.20859,1.19580,1.80659,1.19951,1.0925,2.6440,2.4450,-0.2144,-0.2345,-0.7677,-0.3631,-0.9336,-0.1350,-0.7381,90.0,160.2,41482
2005-07-12, EUR_USD,sell,1.20571,1.22172,1.22551,1.20541,1.21783,0.02512,0.02802,0.02872,0.02832,0.02592,0.01272,0.02,0.02,0.02,0.02,0.02,0.01,304,636,232,646,531,356,514,518,167,408,225,302,0.01,0.00,0.01,0.01,1.21859,-0.00667,31214,22445,-52,24720,-16832,0.18549,0.08931,0.09618,108.70,1.18738,1.22177,1.21459,1.20120,1.22551,1.20120,1.22551,1.19600,1.82821,1.20888,6.7113,4.2560,5.0217,3.2061,1.2209,0.6231,0.9191,-0.1426,0.3973,-0.3145,160.2,-138.9,50033
