year,month,day,hour,minute,second,openBid,openAsk,highBid,highAsk,lowBid,lowAsk,closeBid,closeAsk,volume,complete
2009,01,01,18,00,00,1.39759,1.39859,1.39759,1.39859,1.39581,1.39681,1.39581,1.39681,12,True
2009,01,01,19,00,00,1.396,1.397,1.39826,1.39926,1.396,1.397,1.39743,1.39843,52,True
2009,01,01,20,00,00,1.39803,1.39903,1.39856,1.39956,1.39792,1.39892,1.3984,1.3994,40,True
2009,01,01,21,00,00,1.3984,1.3994,1.40394,1.40494,1.39815,1.39915,1.4039,1.4049,214,True
2009,01,01,22,00,00,1.4039,1.4049,1.40515,1.40615,1.39955,1.40055,1.39991,1.40091,769,True
2009,01,01,23,00,00,1.39985,1.40085,1.4004,1.4011,1.39614,1.39714,1.39965,1.40035,943,True
2009,01,02,00,00,00,1.39993,1.40063,1.40238,1.40308,1.39935,1.40005,1.40138,1.40198,1196,True
2009,01,02,01,00,00,1.40136,1.40196,1.40136,1.40196,1.39445,1.39495,1.3954,1.3959,1583,True
2009,01,02,02,00,00,1.39545,1.39595,1.3969,1.3974,1.3905,1.391,1.39134,1.39184,1367,True
2009,01,02,03,00,00,1.39109,1.39159,1.39137,1.39187,1.38585,1.38635,1.3884,1.3889,1943,True
2009,01,02,04,00,00,1.38865,1.38915,1.3888,1.3893,1.38578,1.38628,1.38672,1.38722,1304,True
2009,01,02,05,00,00,1.38656,1.38706,1.38825,1.38875,1.38447,1.38497,1.38641,1.38691,2252,True
2009,01,02,06,00,00,1.38635,1.38685,1.38815,1.38845,1.38396,1.38414,1.38403,1.38421,1971,True
2009,01,02,07,00,00,1.38403,1.38421,1.39047,1.39065,1.38391,1.38409,1.38973,1.38991,3032,True
2009,01,02,08,00,00,1.38971,1.38989,1.39677,1.39695,1.38797,1.38815,1.39652,1.3967,4055,True
2009,01,02,09,00,00,1.39649,1.39667,1.39679,1.39697,1.39367,1.39385,1.39471,1.39489,3471,True
2009,01,02,10,00,00,1.39471,1.39489,1.39585,1.39603,1.39214,1.39229,1.3931,1.39325,2756,True
2009,01,02,11,00,00,1.39307,1.39322,1.39535,1.3955,1.39234,1.39249,1.39385,1.394,3748,True
2009,01,02,12,00,00,1.39383,1.39398,1.39428,1.39443,1.38623,1.38638,1.38638,1.38653,4978,True
2009,01,02,13,00,00,1.38638,1.38653,1.39044,1.39059,1.38572,1.38587,1.38881,1.38896,5567,True
2009,01,02,14,00,00,1.38882,1.38897,1.39275,1.3929,1.38848,1.38863,1.39101,1.39201,4256,True
2009,01,02,15,00,00,1.39101,1.39201,1.39865,1.3988,1.39101,1.39162,1.39343,1.39358,5916,True
2009,01,02,16,00,00,1.39345,1.3936,1.39639,1.39654,1.39148,1.39163,1.39461,1.39476,4615,True
2009,01,02,17,00,00,1.39459,1.39474,1.39483,1.39498,1.38801,1.38816,1.38876,1.38891,3441,True
2009,01,02,18,00,00,1.3887,1.38885,1.39051,1.39066,1.38418,1.38433,1.38561,1.38576,3800,True
2009,01,02,19,00,00,1.38562,1.38577,1.38777,1.38792,1.3839,1.38405,1.38533,1.38548,2756,True
2009,01,02,20,00,00,1.38526,1.38541,1.38584,1.38619,1.38384,1.38437,1.38472,1.38572,2360,True
2009,01,02,21,00,00,1.3847,1.3857,1.39202,1.39302,1.3846,1.3856,1.39161,1.39261,860,True
2009,01,04,03,00,00,1.39131,1.39231,1.39131,1.39231,1.39131,1.39231,1.39131,1.39231,1,True
2009,01,04,18,00,00,1.39123,1.39223,1.39345,1.39445,1.38928,1.39028,1.39053,1.39153,171,True
2009,01,04,19,00,00,1.39049,1.39149,1.39115,1.39215,1.38965,1.39065,1.38975,1.39075,74,True
2009,01,04,20,00,00,1.38985,1.39085,1.3906,1.3916,1.3895,1.3905,1.3897,1.3907,182,True
2009,01,04,21,00,00,1.39015,1.39115,1.3905,1.3915,1.38746,1.38846,1.3903,1.391,404,True
2009,01,04,22,00,00,1.3903,1.391,1.3905,1.3912,1.38745,1.38815,1.38851,1.38921,1175,True
2009,01,04,23,00,00,1.3884,1.3891,1.39591,1.39631,1.38839,1.38909,1.39565,1.39605,2376,True
2009,01,05,00,00,00,1.39565,1.39605,1.39615,1.39645,1.3926,1.3929,1.39425,1.39455,2867,True
2009,01,05,01,00,00,1.39411,1.39441,1.39493,1.39523,1.39175,1.39203,1.3927,1.39298,2865,True
2009,01,05,02,00,00,1.39271,1.39299,1.39279,1.39307,1.38419,1.38441,1.38569,1.38591,4087,True
2009,01,05,03,00,00,1.38575,1.38597,1.38863,1.38888,1.38457,1.38479,1.38803,1.38828,2970,True
2009,01,05,04,00,00,1.38803,1.38828,1.39013,1.39038,1.38703,1.38728,1.38821,1.38846,2531,True
2009,01,05,05,00,00,1.3882,1.38845,1.38996,1.39021,1.38743,1.38768,1.38925,1.3895,2070,True
2009,01,05,06,00,00,1.38928,1.38953,1.39345,1.39365,1.38918,1.38943,1.39335,1.39355,3021,True
2009,01,05,07,00,00,1.3933,1.3935,1.39417,1.39437,1.39069,1.39089,1.39272,1.39287,3600,True
2009,01,05,08,00,00,1.39275,1.3929,1.393,1.39315,1.36609,1.36634,1.3677,1.36795,11753,True
