year,month,day,hour,minute,second,openBid,openAsk,highBid,highAsk,lowBid,lowAsk,closeBid,closeAsk,volume,complete
2007,01,01,21,00,00,119.006,119.106,119.01,119.11,118.98,119.08,118.99,119.09,61,True
2007,01,01,22,00,00,118.99,119.09,119.011,119.111,118.894,118.994,118.935,119.035,322,True
2007,01,01,23,00,00,118.935,119.035,118.955,119.055,118.84,118.94,118.86,118.96,275,True
2007,01,02,00,00,00,118.855,118.955,118.885,118.985,118.515,118.615,118.56,118.66,699,True
2007,01,02,01,00,00,118.565,118.665,118.743,118.768,118.525,118.588,118.733,118.758,555,True
2007,01,02,02,00,00,118.733,118.758,118.763,118.788,118.673,118.698,118.753,118.778,275,True
2007,01,02,03,00,00,118.758,118.783,118.788,118.813,118.725,118.75,118.73,118.755,218,True
2007,01,02,04,00,00,118.73,118.755,118.745,118.77,118.7,118.725,118.73,118.755,224,True
2007,01,02,05,00,00,118.73,118.755,118.75,118.775,118.65,118.675,118.66,118.685,192,True
2007,01,02,06,00,00,118.665,118.69,118.725,118.75,118.639,118.664,118.72,118.745,306,True
2007,01,02,07,00,00,118.725,118.75,118.745,118.77,118.542,118.56,118.587,118.605,1051,True
2007,01,02,08,00,00,118.592,118.61,118.642,118.66,118.503,118.521,118.566,118.584,838,True
2007,01,02,09,00,00,118.57,118.588,118.777,118.795,118.556,118.574,118.753,118.771,1102,True
2007,01,02,10,00,00,118.75,118.768,118.874,118.892,118.647,118.665,118.827,118.845,1293,True
2007,01,02,11,00,00,118.826,118.844,118.89,118.908,118.8,118.818,118.877,118.895,893,True
2007,01,02,12,00,00,118.884,118.902,118.887,118.905,118.775,118.793,118.827,118.845,642,True
2007,01,02,13,00,00,118.83,118.848,118.932,118.95,118.617,118.635,118.677,118.695,1610,True
2007,01,02,14,00,00,118.687,118.705,118.779,118.797,118.667,118.685,118.779,118.797,602,True
2007,01,02,15,00,00,118.769,118.787,118.862,118.88,118.739,118.757,118.814,118.832,870,True
2007,01,02,16,00,00,118.816,118.834,118.833,118.851,118.693,118.711,118.824,118.842,787,True
2007,01,02,17,00,00,118.824,118.842,118.862,118.88,118.78,118.798,118.809,118.827,531,True
2007,01,02,18,00,00,118.809,118.827,118.865,118.883,118.798,118.816,118.837,118.855,461,True
2007,01,02,19,00,00,118.842,118.86,118.886,118.904,118.832,118.85,118.846,118.864,215,True
2007,01,02,20,00,00,118.842,118.86,118.861,118.879,118.801,118.819,118.802,118.82,334,True
2007,01,02,21,00,00,118.812,118.83,118.842,118.86,118.759,118.777,118.834,118.852,384,True
2007,01,02,22,00,00,118.837,118.855,118.844,118.862,118.792,118.81,118.817,118.835,196,True
2007,01,02,23,00,00,118.817,118.835,118.849,118.869,118.792,118.81,118.841,118.861,167,True
2007,01,03,00,00,00,118.841,118.861,118.841,118.861,118.701,118.721,118.721,118.741,333,True
2007,01,03,01,00,00,118.721,118.741,118.776,118.796,118.701,118.721,118.741,118.761,278,True
2007,01,03,02,00,00,118.736,118.756,118.751,118.771,118.711,118.731,118.721,118.741,248,True
2007,01,03,03,00,00,118.721,118.741,118.751,118.771,118.661,118.681,118.691,118.711,287,True
2007,01,03,04,00,00,118.701,118.721,118.826,118.846,118.696,118.716,118.731,118.751,327,True
2007,01,03,05,00,00,118.731,118.751,118.801,118.821,118.731,118.751,118.781,118.801,253,True
2007,01,03,06,00,00,118.781,118.801,118.811,118.831,118.711,118.731,118.791,118.811,299,True
2007,01,03,07,00,00,118.79,118.81,118.881,118.901,118.79,118.81,118.801,118.821,414,True
2007,01,03,08,00,00,118.806,118.826,118.992,119.01,118.751,118.771,118.949,118.967,986,True
2007,01,03,09,00,00,118.95,118.968,119.144,119.162,118.941,118.959,119.082,119.1,963,True
2007,01,03,10,00,00,119.087,119.105,119.442,119.46,119.087,119.105,119.357,119.375,1514,True
2007,01,03,11,00,00,119.355,119.373,119.385,119.403,119.242,119.26,119.382,119.4,873,True
2007,01,03,12,00,00,119.382,119.4,119.407,119.425,119.302,119.32,119.352,119.37,932,True
2007,01,03,13,00,00,119.347,119.365,119.347,119.365,119.067,119.085,119.32,119.338,1773,True
2007,01,03,14,00,00,119.32,119.338,119.345,119.363,119.235,119.27,119.236,119.281,1107,True
2007,01,03,15,00,00,119.241,119.286,119.492,119.51,119.229,119.274,119.349,119.367,1865,True
2007,01,03,16,00,00,119.352,119.37,119.672,119.69,119.332,119.35,119.576,119.594,1181,True
2007,01,03,17,00,00,119.581,119.599,119.666,119.684,119.551,119.569,119.656,119.674,772,True
2007,01,03,18,00,00,119.649,119.667,119.651,119.669,119.561,119.579,119.596,119.614,567,True
2007,01,03,19,00,00,119.594,119.612,119.638,119.656,119.336,119.354,119.351,119.369,1119,True
2007,01,03,20,00,00,119.346,119.364,119.376,119.394,119.316,119.334,119.366,119.384,455,True
2007,01,03,21,00,00,119.361,119.379,119.381,119.399,119.325,119.343,119.373,119.391,356,True
2007,01,03,22,00,00,119.373,119.391,119.416,119.434,119.328,119.346,119.411,119.429,317,True
2007,01,03,23,00,00,119.401,119.419,119.401,119.419,119.348,119.367,119.349,119.369,415,True
2007,01,04,00,00,00,119.355,119.375,119.375,119.395,119.235,119.255,119.31,119.33,553,True
2007,01,04,01,00,00,119.305,119.325,119.37,119.39,119.26,119.28,119.36,119.38,573,True
2007,01,04,02,00,00,119.37,119.39,119.375,119.395,119.319,119.339,119.37,119.39,422,True
2007,01,04,03,00,00,119.37,119.39,119.4,119.42,119.35,119.37,119.372,119.392,330,True
2007,01,04,04,00,00,119.372,119.392,119.4,119.42,119.339,119.359,119.392,119.412,348,True
2007,01,04,05,00,00,119.392,119.412,119.42,119.44,119.35,119.37,119.363,119.383,440,True
2007,01,04,06,00,00,119.357,119.377,119.44,119.46,119.35,119.37,119.42,119.44,504,True
2007,01,04,07,00,00,119.425,119.445,119.43,119.45,119.26,119.278,119.342,119.36,1037,True
2007,01,04,08,00,00,119.329,119.347,119.512,119.53,119.314,119.332,119.479,119.497,1564,True
2007,01,04,09,00,00,119.478,119.496,119.479,119.497,119.321,119.339,119.376,119.394,1578,True
