'2014-10-31', ' USD_JPY', 'hold', ' 109.23150000000001', ' 112.327', ' 112.4745', ' 109.195', ' 111.33836381374284', 4.197000000000003, 4.481999999999999, 4.140999999999991, 4.158500000000004, 5.170999999999992, 5.311000000000007, 0.03881439008600761, 0.04155964578793638, 0.03827667165807028, 0.03844464885803172, 0.048256747172346785, 0.04962809299544001, 927.527341836348, 1117.7591017905086, 823.6473257159902, 823.6473257159902, 1602.1026378191873, 1602.1026378191873, 417.89428199404915, 686.1333402668128, 939.524861827842, 847.2684495561252, 700.9808769785468, 1217.682976284247, 0.04817360226567561, 0.0, 0.050889954391299355, 0.05531806950459893, 111.580875, -0.38450000000000273, 82787, 13333, 27370, 22599, -5696, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 309.5499999999987, ' 90971.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-02', ' USD_JPY', 'buy', ' 112.731', ' 112.83699999999999', ' 113.0135', ' 112.668', ' 112.88691223241591', 3.603999999999985, 3.9964999999999975, 4.706999999999994, 0.0, 4.677499999999981, 4.6684999999999945, 0.032993692382338534, 0.03671886843592227, 0.04353093498566535, 0.0, 0.0432463167821595, 0.04315951501592418, 602.5372235019149, 703.3979813557162, 478.02729706764455, 806.7697554500392, 1029.6294234975887, 1246.4710710697518, 48.91460234019876, 48.91460234019876, 1020.7068645036504, 835.1575504747783, 458.72694485772604, 748.2013765658535, 0.05439373551618448, 0.05552801189885949, 0.05293264093986334, 0.0, 112.838875, 0.0, -177, 0, 82787, 13333, 27370, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 10.599999999999454, ' 8175.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-03', ' USD_JPY', 'sell', ' 112.838', ' 113.711', ' 114.214', ' 112.5715', ' 113.4808104918917', 1.3840000000000003, 4.477999999999994, 4.870500000000007, 5.5249999999999915, 0.0, 5.55149999999999, 0.012321169442787579, 0.04099493742733418, 0.04474896752587509, 0.051069454458062886, 0.0, 0.051326975439050564, 137.70391408129512, 478.0225768466548, 732.9849652261364, 833.6560599670707, 563.3788512325327, 944.3887582841802, 2131.356737530788, 2131.356737530788, 69.37594706995752, 69.37594706995752, 1197.2724853994848, 966.7584868964932, 0.06117249617380261, 0.06256073858114682, 0.06370380071280893, 0.061088326824648036, 113.551875, -0.5030000000000001, 22988, -177, 0, 82787, 13333, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 87.30000000000047, ' 59322.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-04', ' USD_JPY', 'buy', ' 113.7115', ' 113.519', ' 113.785', ' 113.17', ' 113.49007261031026', 0.0, 1.1920000000000073, 4.286000000000001, 5.674000000000007, 5.332999999999998, 0.0, 0.0, 0.010611874259973179, 0.039237226845367255, 0.05261254578330017, 0.049294733144769176, 0.0, 56.7479582523656, 56.7479582523656, 131.84936326118714, 460.26882313670757, 704.3282530853477, 805.0410129494749, 1031.6752126221168, 1031.6752126221168, 2057.9342034667534, 2057.9342034667534, 56.7479582523656, 56.7479582523656, 0.04946449289765515, 0.05938071596550822, 0.06076661433804305, 0.06190774641958442, 113.49825, 0.444500000000005, 7667, 22988, -177, 0, 82787, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -19.249999999999545, ' 56817.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-05', ' USD_JPY', 'buy', ' 113.51849999999999', ' 114.6585', ' 114.85650000000001', ' 113.475', ' 114.41589391172951', 1.8215000000000146, 0.0, 2.3315000000000055, 6.528500000000008, 6.813500000000005, 6.472499999999997, 0.016142754592908485, 0.0, 0.02075636311839545, 0.06037639877924728, 0.06317863600537814, 0.059827519272364224, 576.1213962022216, 576.1213962022216, 85.66774624192897, 85.66774624192897, 166.5955125294855, 565.6355020559029, 1394.2940151563234, 1706.1747025249435, 1230.5407974623258, 1230.5407974623258, 2493.689294956181, 2493.689294956181, 0.06008718605392956, 0.059998983068083676, 0.07001474485796406, 0.0714145548329223, 114.412125, 0.7494999999999976, 45320, 7667, 22988, -177, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 114.00000000000148, ' 63532.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-06', ' USD_JPY', 'sell', ' 114.65899999999999', ' 115.1845', ' 115.519', ' 114.059', ' 114.70296326203089', 1.4735000000000014, 2.347500000000011, 0.0, 6.344000000000008, 7.054500000000004, 7.339500000000001, 0.01295828899578758, 0.020804346092150722, 0.0, 0.058287126575126066, 0.06524091371497276, 0.06805600630534564, 159.08674830522094, 159.08674830522094, 728.3644780421447, 728.3644780421447, 77.0890358158192, 77.0890358158192, 707.275321555143, 1176.4043196984876, 1499.5992993794864, 1838.9246943698115, 1322.3383381608332, 1322.3383381608332, 0.0, 0.06495037421585706, 0.06486176659563557, 0.07492347605360403, 114.98675, -0.5325000000000131, 48274, 45320, 7667, 22988, -177, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 52.55000000000081, ' 89104.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-07', ' USD_JPY', 'hold', ' 115.179', ' 114.5955', ' 115.6265', ' 114.257', ' 115.0059752397864', 1.0764999999999958, 0.8845000000000027, 1.7585000000000122, 5.362499999999997, 5.75500000000001, 6.465500000000006, 0.009482994036240592, 0.007778491087054047, 0.015584427093949789, 0.04909230726978108, 0.05287553805798402, 0.05979376676223071, 231.78858019698072, 304.30077325676797, 123.22678092987653, 123.22678092987653, 557.8869586434467, 557.8869586434467, 864.9998708955565, 965.4790239621994, 649.7557959222844, 1083.6610786580895, 1381.6814050687576, 1690.2749886728009, 0.059245188841439686, 0.0, 0.05950471294708271, 0.05941655842504987, 114.768625, 0.20199999999999818, -40436, 48274, 45320, 7667, 22988, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -58.35000000000008, ' 79967.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-09', ' USD_JPY', 'buy', ' 114.50649999999999', ' 114.5265', ' 114.5695', ' 114.36500000000001', ' 114.52070460259138', -0.6580000000000013, -0.132000000000005, 1.0074999999999932, 0.0, 2.1995000000000005, 5.2934999999999945, -0.005712574174476612, -0.0011512447834221187, 0.008875166271725377, 0.0, 0.01958122268021046, 0.04846063002938667, 32.02054575201732, 109.56751026902445, 76.11291522888718, 138.56928433289553, 220.56906982616886, 292.5036152512119, 78.97306651683435, 78.97306651683435, 162.57050884066095, 553.4297963803133, 854.7013649699596, 955.1954914402501, 0.05915564598168874, 0.0619546571468311, 0.05860739836947471, 0.0, 114.496875, 0.0, 2996, 0, -40436, 48274, 45320, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 2.000000000001023, ' 5171.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-10', ' USD_JPY', 'buy', ' 114.527', ' 114.8', ' 114.913', ' 113.8615', ' 114.37088403868425', 0.2044999999999959, -0.38450000000000273, 0.14149999999999352, 1.963000000000008, 0.0, 2.472999999999999, 0.0017845377872603716, -0.0033381227508909855, 0.0012340995216228497, 0.017396775880252117, 0.0, 0.02201607805781334, 39.64950422420538, 62.104386984350924, 50.753421181272216, 137.2347546797731, 95.91023554757518, 165.5427185848018, 617.0765218302602, 617.0765218302602, 89.25343896781364, 89.25343896781364, 170.9101945140963, 578.719648670265, 0.05475443424093059, 0.06168500878572091, 0.064490704251472, 0.061135451906900985, 114.593625, -0.11299999999999955, 38640, 2996, 0, -40436, 48274, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 27.299999999999613, ' 49219.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-11', ' USD_JPY', 'sell', ' 114.8005', ' 115.745', ' 116.10249999999999', ' 114.636', ' 115.55151767113585', 0.0, 1.1495000000000033, 0.5605000000000047, 2.034000000000006, 2.9080000000000155, 0.0, 0.0, 0.010030934897094591, 0.004866106116708452, 0.017887451521840507, 0.025771688364632308, 0.0, 75.62222464219481, 75.62222464219481, 108.65278505638756, 129.4821228641905, 115.4794441452434, 232.8309008156334, 193.2115559688555, 193.2115559688555, 890.5930852118751, 890.5930852118751, 75.62222464219481, 75.62222464219481, 0.05961568390504701, 0.0634368640349871, 0.07042448904096929, 0.07325328017061529, 115.55712499999998, -0.47049999999998704, 19530, 38640, 2996, 0, -40436, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 94.4500000000005, ' 38113.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-12', ' USD_JPY', 'buy', ' 115.743', ' 115.595', ' 115.878', ' 114.8835', ' 115.41157793487868', 1.0685000000000002, 0.0, 0.9994999999999976, 2.0759999999999934, 1.8840000000000003, 2.7580000000000098, 0.009329718449441835, 0.0, 0.008721982974898644, 0.018287687523674392, 0.01656831792878438, 0.024442337176635413, 601.4666985492987, 601.4666985492987, 71.54348199663322, 71.54348199663322, 97.69988333699322, 118.78724415310451, 394.30887897416886, 475.1885910328965, 184.07913643353822, 184.07913643353822, 847.1777576909825, 847.1777576909825, 0.029093628424154486, 0.05824247251288525, 0.06205870057561301, 0.06903726995283459, 115.487875, 0.6015000000000157, 19015, 19530, 38640, 2996, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -14.799999999999613, ' 44133.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-13', ' USD_JPY', 'buy', ' 115.5955', ' 115.8005', ' 115.8835', ' 115.3145', ' 115.65327370185312', 1.0005000000000024, 1.274000000000001, 0.0, 1.141999999999996, 2.281499999999994, 2.089500000000001, 0.008715156794425109, 0.011124062989788398, 0.0, 0.009960011686878826, 0.020097957170165295, 0.018375530951271216, 184.4032159388298, 184.4032159388298, 701.9556469654632, 701.9556469654632, 85.41299026133774, 85.41299026133774, 168.33151152142347, 264.2151901351945, 427.72350768723777, 510.3236050929211, 196.59055119692246, 196.59055119692246, 0.0, 0.030923108424510595, 0.0601237721201468, 0.06394678451495545, 115.69975000000001, 0.8760000000000048, 22396, 19015, 19530, 38640, 2996, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 20.49999999999983, ' 31622.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-14', ' USD_JPY', 'hold', ' 115.8005', ' 116.275', ' 116.824', ' 115.726', ' 116.33282422421915', 0.5300000000000011, 1.4750000000000085, 1.748500000000007, 1.0905000000000058, 1.616500000000002, 2.7560000000000002, 0.0045790314916411175, 0.012848432055749204, 0.015267208899250453, 0.009467419661499644, 0.014098387821225657, 0.024277874188461845, 111.76269268580438, 425.0922627171147, 229.52922210849258, 229.52922210849258, 933.9848733570471, 933.9848733570471, 151.78081152186195, 286.44567060611564, 202.6782336099706, 311.0118795411534, 504.87796668651436, 591.4504380441709, 0.03046872922888784, 0.0, 0.03514738219662243, 0.06446769749068507, 116.275, -0.6319999999999908, 0, 22396, 19015, 19530, 38640, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 47.450000000000614, ' 39283.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-16', ' USD_JPY', 'sell', ' 116.4705', ' 116.8775', ' 117.05449999999999', ' 116.3545', ' 116.7792239119035', 1.0769999999999982, 1.2824999999999989, 1.1324999999999932, 0.0, 2.2819999999999965, 1.6929999999999978, 0.009300477977210791, 0.011094770535057735, 0.00978443993261042, 0.0, 0.01991352190967356, 0.014698158172323514, 274.69239460590524, 209.34734788430706, 200.50274504748623, 213.39265407833508, 152.84690399952973, 556.0936577901807, 74.71427504081852, 74.71427504081852, 191.34719303781108, 210.22845713288598, 193.04793198301732, 347.3945362641628, 0.029585355755424134, 0.02784691014941386, 0.035808289834008425, 0.0, 116.791, 0.0, 2827, 0, 0, 22396, 19015, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 40.69999999999965, ' 5721.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-17', ' USD_JPY', 'buy', ' 116.8785', ' 116.63900000000001', ' 116.879', ' 115.4575', ' 116.18003285878808', 0.3640000000000043, 0.8385000000000105, 1.0440000000000111, 2.1125000000000114, 0.0, 2.0435000000000088, 0.003130509567834911, 0.007240901377800704, 0.009031532505731313, 0.0184455126106186, 0.0, 0.01783228835338219, 83.15117639789028, 164.14959463350635, 232.7767604961772, 181.96043362751172, 176.52084700645162, 192.41699090239817, 1111.9798963423716, 1111.9798963423716, 83.11642046314358, 83.11642046314358, 173.93207930397566, 193.2235999822608, 0.01727303252702596, 0.02748438587373043, 0.025749487736454798, 0.03369462144509355, 116.403625, 1.181500000000014, 27030, 2827, 0, 0, 22396, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -23.94999999999925, ' 40811.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-18', ' USD_JPY', 'buy', ' 116.637', ' 116.879', ' 117.05000000000001', ' 116.341', ' 116.68550660607337', 0.0, 0.6039999999999992, 1.0785000000000053, 2.0790000000000077, 2.3525000000000063, 0.0, 0.0, 0.005194581810363356, 0.00931343128915683, 0.018109756097561044, 0.020541097475256873, 0.0, 75.88151256960299, 75.88151256960299, 105.00909790445436, 193.53956248186282, 274.9560149462192, 209.5195926280613, 286.970966526777, 286.970966526777, 1229.3392521568674, 1229.3392521568674, 75.88151256960299, 75.88151256960299, 0.014711180757827702, 0.0193662048605206, 0.029598569402478875, 0.02786010148534448, 116.78725, 1.0105000000000075, 17199, 27030, 2827, 0, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 24.200000000000443, ' 33227.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-19', ' USD_JPY', 'buy', ' 116.876', ' 118.1305', ' 118.274', ' 116.816', ' 117.6050722276083', 1.2530000000000001, 0.0, 1.8554999999999922, 2.3854999999999933, 3.3305000000000007, 3.603999999999999, 0.010720626296763706, 0.0, 0.01595785852504831, 0.020609961553414775, 0.029011324041811854, 0.03146869938398536, 253.71424946939655, 253.71424946939655, 90.15774415927658, 90.15774415927658, 218.9890510938934, 346.79599899110735, 238.2884256196103, 828.5330736018885, 405.99140218817206, 405.99140218817206, 1841.3193929978831, 1841.3193929978831, 0.030847633633083293, 0.025576357930103426, 0.03028122642455635, 0.04062315559509855, 117.83775, -0.31450000000000955, 32308, 17199, 27030, 2827, 0, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 125.4499999999993, ' 40227.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-20', ' USD_JPY', 'sell', ' 118.1345', ' 118.2505', ' 118.9795', ' 117.74600000000001', ' 118.26743198125949', 1.6114999999999924, 1.3730000000000047, 0.0, 2.6555000000000035, 2.505499999999998, 3.4505000000000052, 0.013816133540239476, 0.011747342302838483, 0.0, 0.022972446905142985, 0.02164672340057884, 0.03005662020905928, 196.4825749924315, 196.4825749924315, 270.8571041632754, 270.8571041632754, 40.89987507905319, 40.89987507905319, 338.562057459823, 334.14563328404944, 246.4711731011826, 854.6246377658199, 417.4036692911429, 417.4036692911429, 0.0, 0.031894795170840054, 0.026618164770433543, 0.03132781259130373, 118.306625, -0.8725000000000023, -8624, 32308, 17199, 27030, 2827, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 11.599999999999966, ' 47384.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-21', ' USD_JPY', 'hold', ' 118.25', ' 117.866', ' 118.269', ' 117.35849999999999', ' 117.8020924974767', 0.9869999999999948, 1.2269999999999897, 0.9885000000000019, 2.0655, 2.271000000000001, 2.120999999999995, 0.008444630771994924, 0.010519637514038954, 0.008457573100040658, 0.017836710549609027, 0.01964617846792682, 0.01832476564862409, 215.09164808297888, 200.1512911814718, 169.43368487979623, 169.43368487979623, 215.9285405816403, 215.9285405816403, 448.41819887202, 322.8566340178234, 299.8994168024715, 300.32952221005286, 220.25228637897888, 771.0229175905588, 0.029159190231081898, 0.0, 0.028539515076944542, 0.02328004201954256, 117.83987499999999, -0.22149999999999181, 5117, -8624, 32308, 17199, 27030, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -38.400000000000034, ' 44585.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-23', ' USD_JPY', 'buy', ' 117.91', ' 117.78450000000001', ' 117.95349999999999', ' 117.736', ' 117.82668954480799', -0.465999999999994, -0.3459999999999894, 0.9055000000000035, 0.0, 1.5095000000000027, 1.9840000000000089, -0.003940786719717836, -0.0029289641540498805, 0.007747328433679305, 0.0, 0.012982154375403163, 0.01713291393387774, 3.121199584823652, 91.04813102013622, 66.42660724097392, 144.5744995088553, 203.59658623461112, 190.52752546254706, 22.29884032237554, 22.29884032237554, 187.47721425526385, 304.42546200972714, 434.09482704836114, 313.4980029405543, 0.017620631560758597, 0.02599738675958198, 0.028447564537465213, 0.0, 117.814625, 0.0, -1557, 0, 5117, -8624, 32308, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -12.549999999998818, ' 2812.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2014-11-24', ' USD_JPY', 'sell', ' 117.7865', ' 118.4585', ' 118.5805', ' 117.58', ' 118.19537862750289', 0.5925000000000011, 0.2079999999999984, 0.32800000000000296, 1.581000000000003, 0.0, 2.183499999999995, 0.0050268949485008495, 0.0017589777633075412, 0.0027765902963248525, 0.013526983380034678, 0.0, 0.018778757256503936, 120.81272698377437, 97.07650003126842, 57.762459849009815, 156.35893853737807, 112.65431326102104, 207.47645341910643, 300.571385632664, 300.571385632664, 87.80608817530357, 87.80608817530357, 248.8615438195319, 386.9622883838624, 0.024771832691725438, 0.023443777268996466, 0.031868466898954735, 0.03433266536565775, 118.269375, -0.12199999999999989, 17144, -1557, 0, 5117, -8624, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 67.1999999999997, ' 22674.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
