year,month,day,hour,minute,second,openBid,openAsk,highBid,highAsk,lowBid,lowAsk,closeBid,closeAsk,volume,complete
2008,01,01,18,00,00,111.586,111.786,111.586,111.786,111.344,111.52,111.495,111.595,89,True
2008,01,01,19,00,00,111.495,111.595,111.565,111.665,111.47,111.57,111.535,111.635,200,True
2008,01,01,20,00,00,111.53,111.63,111.576,111.676,111.485,111.585,111.576,111.676,169,True
2008,01,01,21,00,00,111.576,111.676,111.645,111.745,111.495,111.595,111.61,111.71,145,True
2008,01,01,22,00,00,111.605,111.705,112.085,112.185,111.569,111.669,111.85,111.95,413,True
2008,01,01,23,00,00,111.861,111.961,111.956,112.056,111.785,111.885,111.825,111.925,407,True
2008,01,02,00,00,00,111.815,111.915,111.835,111.935,111.695,111.795,111.725,111.825,449,True
2008,01,02,01,00,00,111.72,111.82,111.72,111.82,111.625,111.725,111.705,111.805,317,True
2008,01,02,02,00,00,111.705,111.805,111.83,111.93,111.68,111.78,111.79,111.89,346,True
2008,01,02,03,00,00,111.795,111.895,111.83,111.93,111.733,111.833,111.778,111.878,314,True
2008,01,02,04,00,00,111.783,111.883,111.785,111.885,111.68,111.78,111.715,111.815,264,True
2008,01,02,05,00,00,111.715,111.815,111.715,111.815,111.295,111.395,111.44,111.54,587,True
2008,01,02,06,00,00,111.435,111.535,111.475,111.555,111.355,111.415,111.44,111.46,533,True
2008,01,02,07,00,00,111.44,111.46,111.705,111.725,111.43,111.45,111.705,111.725,736,True
2008,01,02,08,00,00,111.71,111.73,111.917,111.933,111.504,111.52,111.572,111.588,1267,True
2008,01,02,09,00,00,111.567,111.583,111.781,111.797,111.5,111.516,111.592,111.608,1029,True
2008,01,02,10,00,00,111.587,111.603,111.732,111.748,111.56,111.576,111.647,111.663,966,True
2008,01,02,11,00,00,111.642,111.658,111.707,111.723,111.337,111.353,111.427,111.443,1450,True
2008,01,02,12,00,00,111.422,111.438,111.577,111.593,111.367,111.383,111.447,111.463,1258,True
2008,01,02,13,00,00,111.444,111.46,111.657,111.673,111.367,111.383,111.657,111.673,1369,True
2008,01,02,14,00,00,111.656,111.672,111.686,111.702,111.012,111.028,111.061,111.106,2415,True
2008,01,02,15,00,00,111.073,111.118,111.078,111.123,109.5,109.516,109.732,109.748,4110,True
2008,01,02,16,00,00,109.727,109.743,109.817,109.833,109.497,109.513,109.692,109.708,3240,True
2008,01,02,17,00,00,109.697,109.713,109.707,109.723,109.317,109.333,109.347,109.363,1751,True
2008,01,02,18,00,00,109.363,109.379,109.446,109.462,109.197,109.213,109.392,109.408,1191,True
2008,01,02,19,00,00,109.392,109.408,109.613,109.629,109.322,109.338,109.417,109.433,1992,True
2008,01,02,20,00,00,109.415,109.431,109.492,109.508,109.327,109.343,109.462,109.478,989,True
2008,01,02,21,00,00,109.477,109.493,109.665,109.685,109.467,109.483,109.645,109.665,427,True
2008,01,02,22,00,00,109.65,109.67,109.73,109.75,109.63,109.65,109.72,109.74,310,True
2008,01,02,23,00,00,109.715,109.735,109.748,109.768,109.215,109.235,109.245,109.265,676,True
2008,01,03,00,00,00,109.25,109.27,109.511,109.529,109.219,109.239,109.441,109.459,1015,True
2008,01,03,01,00,00,109.441,109.459,109.481,109.499,109.351,109.369,109.371,109.389,738,True
2008,01,03,02,00,00,109.376,109.394,109.551,109.569,109.326,109.344,109.466,109.484,735,True
2008,01,03,03,00,00,109.469,109.487,109.644,109.662,109.466,109.484,109.626,109.644,691,True
2008,01,03,04,00,00,109.618,109.636,109.717,109.735,109.561,109.579,109.701,109.719,702,True
2008,01,03,05,00,00,109.698,109.716,109.731,109.749,109.611,109.629,109.651,109.669,442,True
2008,01,03,06,00,00,109.646,109.664,109.676,109.694,109.549,109.567,109.571,109.589,629,True
2008,01,03,07,00,00,109.566,109.584,109.58,109.598,109.31,109.328,109.478,109.496,1429,True
2008,01,03,08,00,00,109.481,109.499,109.687,109.703,109.415,109.433,109.477,109.493,1981,True
2008,01,03,09,00,00,109.475,109.491,109.487,109.503,108.972,108.988,109.107,109.123,2378,True
2008,01,03,10,00,00,109.109,109.125,109.167,109.183,108.422,108.438,108.427,108.443,2981,True
2008,01,03,11,00,00,108.437,108.453,108.62,108.636,108.235,108.251,108.383,108.399,2598,True
2008,01,03,12,00,00,108.388,108.404,108.903,108.919,108.281,108.297,108.79,108.806,2479,True
2008,01,03,13,00,00,108.785,108.801,109.533,109.549,108.76,108.776,109.341,109.357,3565,True
2008,01,03,14,00,00,109.342,109.358,109.633,109.649,109.258,109.274,109.325,109.341,2669,True
2008,01,03,15,00,00,109.33,109.346,109.708,109.724,109.33,109.346,109.51,109.526,2794,True
2008,01,03,16,00,00,109.515,109.531,109.697,109.713,109.446,109.462,109.585,109.601,1809,True
2008,01,03,17,00,00,109.581,109.597,109.708,109.724,109.53,109.546,109.565,109.581,1150,True
2008,01,03,18,00,00,109.562,109.578,109.565,109.581,109.305,109.321,109.315,109.331,905,True
2008,01,03,19,00,00,109.315,109.331,109.384,109.4,109.273,109.289,109.315,109.331,818,True
2008,01,03,20,00,00,109.319,109.335,109.354,109.37,109.139,109.155,109.234,109.25,1150,True
2008,01,03,21,00,00,109.239,109.255,109.384,109.4,109.206,109.226,109.317,109.337,640,True
2008,01,03,22,00,00,109.317,109.337,109.562,109.582,109.297,109.317,109.497,109.517,566,True
2008,01,03,23,00,00,109.502,109.522,109.582,109.602,109.467,109.487,109.507,109.527,580,True
2008,01,04,00,00,00,109.512,109.532,109.537,109.557,109.105,109.125,109.25,109.268,1611,True
2008,01,04,01,00,00,109.245,109.263,109.296,109.314,108.766,108.784,108.906,108.924,1289,True
2008,01,04,02,00,00,108.901,108.919,109.126,109.144,108.856,108.874,109.096,109.114,1039,True
2008,01,04,03,00,00,109.101,109.119,109.166,109.184,109.066,109.084,109.111,109.129,656,True
2008,01,04,04,00,00,109.116,109.134,109.353,109.371,109.074,109.092,109.353,109.371,731,True
2008,01,04,05,00,00,109.359,109.377,109.524,109.542,109.349,109.367,109.454,109.472,996,True
2008,01,04,06,00,00,109.459,109.477,109.486,109.504,109.236,109.254,109.271,109.289,861,True
2008,01,04,07,00,00,109.271,109.289,109.286,109.304,109.061,109.079,109.266,109.284,1536,True
2008,01,04,08,00,00,109.265,109.283,109.527,109.543,109.244,109.262,109.352,109.368,1630,True
2008,01,04,09,00,00,109.346,109.362,109.447,109.463,109.195,109.211,109.367,109.383,1628,True
2008,01,04,10,00,00,109.369,109.385,109.529,109.545,109.357,109.373,109.409,109.425,1548,True
2008,01,04,11,00,00,109.406,109.422,109.479,109.495,109.293,109.309,109.434,109.45,1227,True
2008,01,04,12,00,00,109.432,109.448,109.489,109.505,109.319,109.335,109.357,109.373,1318,True
2008,01,04,13,00,00,109.357,109.373,109.379,109.395,108.242,108.272,108.417,108.433,3054,True
2008,01,04,14,00,00,108.427,108.443,108.452,108.468,107.896,107.912,108.282,108.312,3535,True
2008,01,04,15,00,00,108.292,108.322,108.491,108.507,108.149,108.165,108.219,108.235,3532,True
2008,01,04,16,00,00,108.229,108.245,108.499,108.515,108.206,108.222,108.384,108.4,2765,True
2008,01,04,17,00,00,108.384,108.4,108.854,108.87,108.379,108.395,108.559,108.575,2147,True
2008,01,04,18,00,00,108.555,108.571,108.579,108.595,108.369,108.385,108.518,108.534,1375,True
2008,01,04,19,00,00,108.509,108.525,108.511,108.527,108.344,108.36,108.459,108.475,1542,True
2008,01,04,20,00,00,108.462,108.478,108.556,108.632,108.401,108.445,108.412,108.512,1307,True
2008,01,04,21,00,00,108.407,108.507,108.648,108.748,108.397,108.497,108.559,108.659,681,True
2008,01,06,18,00,00,108.597,108.697,108.667,108.767,108.467,108.567,108.469,108.569,142,True
2008,01,06,19,00,00,108.462,108.562,108.492,108.592,108.431,108.531,108.447,108.547,100,True
2008,01,06,20,00,00,108.433,108.533,108.44,108.54,108.352,108.452,108.372,108.472,289,True
2008,01,06,21,00,00,108.372,108.472,108.487,108.587,108.372,108.472,108.462,108.562,353,True
2008,01,06,22,00,00,108.462,108.562,108.617,108.717,108.462,108.562,108.594,108.694,358,True
2008,01,06,23,00,00,108.596,108.696,108.717,108.817,108.567,108.667,108.579,108.679,621,True
2008,01,07,00,00,00,108.584,108.684,108.857,108.957,108.519,108.619,108.777,108.877,1067,True
2008,01,07,01,00,00,108.812,108.842,109.132,109.162,108.762,108.792,108.966,108.996,1507,True
2008,01,07,02,00,00,108.967,108.997,109.051,109.081,108.882,108.912,108.966,108.996,1006,True
2008,01,07,03,00,00,108.967,108.997,109.036,109.066,108.847,108.877,108.922,108.952,845,True
2008,01,07,04,00,00,108.917,108.947,108.927,108.957,108.849,108.879,108.909,108.939,654,True
2008,01,07,05,00,00,108.912,108.942,109.027,109.057,108.867,108.897,108.975,109.005,776,True
2008,01,07,06,00,00,108.97,109,108.98,109.01,108.872,108.902,108.977,108.997,979,True
2008,01,07,07,00,00,108.982,109.002,109.367,109.387,108.897,108.917,109.337,109.357,1768,True
2008,01,07,08,00,00,109.347,109.367,109.461,109.481,109.199,109.215,109.199,109.215,2029,True
2008,01,07,09,00,00,109.194,109.21,109.38,109.396,109.189,109.205,109.344,109.36,1374,True
2008,01,07,10,00,00,109.343,109.359,109.729,109.745,109.343,109.359,109.484,109.5,1839,True
2008,01,07,11,00,00,109.489,109.505,109.499,109.515,109.235,109.251,109.309,109.325,1293,True
2008,01,07,12,00,00,109.314,109.33,109.429,109.445,109.076,109.092,109.169,109.185,1397,True
2008,01,07,13,00,00,109.161,109.177,109.254,109.27,108.927,108.943,108.96,108.976,2029,True
2008,01,07,14,00,00,108.96,108.976,109.16,109.176,108.917,108.933,109.07,109.086,2091,True
2008,01,07,15,00,00,109.075,109.091,109.1,109.116,108.6,108.616,108.674,108.69,2871,True
2008,01,07,16,00,00,108.672,108.688,109.24,109.256,108.672,108.688,109.088,109.104,2776,True
2008,01,07,17,00,00,109.093,109.109,109.187,109.203,108.883,108.899,109.122,109.138,1896,True
2008,01,07,18,00,00,109.118,109.134,109.167,109.183,108.977,108.993,109.107,109.123,1571,True
2008,01,07,19,00,00,109.117,109.133,109.148,109.164,108.947,108.963,109.042,109.058,1928,True
2008,01,07,20,00,00,109.041,109.057,109.077,109.093,108.907,108.923,109.057,109.073,1575,True
2008,01,07,21,00,00,109.057,109.073,109.277,109.293,109.047,109.063,109.17,109.19,641,True
2008,01,07,22,00,00,109.165,109.185,109.255,109.275,109.055,109.075,109.235,109.255,364,True
2008,01,07,23,00,00,109.242,109.262,109.265,109.285,109.195,109.215,109.232,109.252,345,True
2008,01,08,00,00,00,109.236,109.256,109.24,109.26,108.975,108.995,109.176,109.194,1078,True
2008,01,08,01,00,00,109.171,109.189,109.237,109.255,109.121,109.139,109.221,109.239,861,True
2008,01,08,02,00,00,109.222,109.24,109.306,109.324,109.166,109.184,109.291,109.309,660,True
2008,01,08,03,00,00,109.296,109.314,109.381,109.399,109.235,109.253,109.301,109.319,906,True
2008,01,08,04,00,00,109.297,109.315,109.327,109.345,109.176,109.194,109.25,109.268,792,True
2008,01,08,05,00,00,109.236,109.254,109.356,109.374,109.235,109.253,109.296,109.314,735,True
2008,01,08,06,00,00,109.301,109.319,109.576,109.594,109.291,109.309,109.421,109.439,1205,True
2008,01,08,07,00,00,109.416,109.434,109.496,109.514,109.196,109.214,109.441,109.457,1451,True
2008,01,08,08,00,00,109.435,109.451,109.628,109.644,109.4,109.416,109.608,109.624,1467,True
2008,01,08,09,00,00,109.608,109.624,109.656,109.672,109.471,109.487,109.581,109.597,1515,True
2008,01,08,10,00,00,109.586,109.602,109.826,109.842,109.551,109.567,109.611,109.627,1407,True
2008,01,08,11,00,00,109.611,109.627,109.696,109.712,109.476,109.492,109.539,109.555,1042,True
2008,01,08,12,00,00,109.544,109.56,109.566,109.582,109.386,109.402,109.526,109.542,1132,True
2008,01,08,13,00,00,109.523,109.539,109.656,109.672,109.197,109.213,109.221,109.237,1474,True
2008,01,08,14,00,00,109.221,109.237,109.394,109.41,109.041,109.057,109.193,109.238,1695,True
2008,01,08,15,00,00,109.188,109.233,109.776,109.792,109.088,109.133,109.682,109.698,2573,True
2008,01,08,16,00,00,109.692,109.708,109.697,109.713,109.182,109.198,109.296,109.312,2136,True
2008,01,08,17,00,00,109.291,109.307,109.469,109.485,109.184,109.2,109.371,109.387,1264,True
2008,01,08,18,00,00,109.371,109.387,109.574,109.59,109.306,109.322,109.569,109.585,1578,True
2008,01,08,19,00,00,109.579,109.595,109.748,109.764,109.342,109.358,109.352,109.368,1356,True
2008,01,08,20,00,00,109.357,109.373,109.402,109.418,108.923,108.939,109.002,109.018,2096,True
2008,01,08,21,00,00,108.992,109.008,109.022,109.038,108.855,108.871,108.885,108.905,1090,True
2008,01,08,22,00,00,108.887,108.907,108.963,108.983,108.787,108.807,108.922,108.942,707,True
2008,01,08,23,00,00,108.925,108.945,109.022,109.042,108.877,108.897,108.972,108.992,821,True
2008,01,09,00,00,00,108.974,108.994,109.069,109.087,108.817,108.837,109.048,109.066,1273,True
2008,01,09,01,00,00,109.053,109.071,109.142,109.16,108.963,108.981,109.118,109.136,750,True
2008,01,09,02,00,00,109.113,109.131,109.163,109.181,109.021,109.039,109.026,109.044,601,True
2008,01,09,03,00,00,109.034,109.052,109.063,109.081,108.973,108.991,109.038,109.056,541,True
