'2013-02-15', ' EUR_USD', 'sell', ' 1.335', ' 1.336065', ' 1.339375', ' 1.330625', ' 1.334951425663789', -0.009164999999999868, -0.004129999999999967, -0.0005749999999999922, -0.016119999999999912, -0.022240000000000038, -0.01499499999999987, -0.006812961352333704, -0.0030816411044661163, -0.00043018314579841403, -0.011921445660172175, -0.016373347664920643, -0.01109869287818444, -2.9556385522739497, -13.452865858392476, 4.632863394679064, -22.715468875020196, -23.226517597036572, -7.183097584877153, -129.75483166018145, -41.650554433527184, -70.22219667961983, -68.27735911640866, -92.0406790497562, -97.33923579651916, -0.020508929356910413, -0.018454508387911864, -0.01530405430304454, -0.009438053966688717, 1.3355324999999998, -0.006019999999999914, 35700, -71900, -85205, 83082, 34173, 0.20538307692307692, 0.09888814814814814, 0.10649492877492878, -103.29857411820853, 1.33129765, 1.3630728500000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 10.650000000000936, -10.499999999999954, ' 146658.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-17', ' EUR_USD', 'buy', ' 1.33497', ' 1.33392', ' 1.336095', ' 1.33374', ' 1.33433269383225', -0.010555000000000092, -0.011309999999999931, -0.0062750000000000306, -0.0043800000000000505, -0.018264999999999976, -0.0243850000000001, -0.007850648022462367, -0.008407484222028897, -0.0046821544625968835, -0.0032728087872674664, -0.013507767058501593, -0.017952521709041856, -92.65468169577677, -12.609270146434598, -22.1672891420586, -32.55060402535905, -25.944035010191364, -46.922001949342246, -15.217317790735288, -75.28539467797458, -150.68145676627887, -61.475594462460954, -85.63156873872887, -83.84344776524767, -0.02242546829654381, -0.022081463886689644, -0.020030341210048506, -0.016884945055754948, 1.33441875, -0.006209999999999827, -5342, 35700, -71900, -85205, 83082, 0.20554846153846157, 0.09896777777777778, 0.10658068376068379, -109.74119810586073, 1.33092845, 1.36315805, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -10.499999999999954, 9.600000000000719, ' 6307.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-18', ' EUR_USD', 'buy', ' 1.3338999999999999', ' 1.33486', ' 1.337955', ' 1.3321399999999999', ' 1.334662769244994', -0.00012999999999996348, -0.009615000000000151, -0.01036999999999999, -0.0017050000000000676, -0.0034400000000001096, -0.017325000000000035, -9.737900658429163e-05, -0.007151490358690307, -0.007708718955122909, -0.0012756581236229197, -0.0025704251662557794, -0.012812595909583405, 23.853367555154236, 39.936393817287865, -82.64946621110991, -3.4655505974971916, -13.748197508307598, -24.181432054754424, -6.176002943456239, -45.60710281797598, -10.676276926198673, -44.98440560125667, -141.5108145286426, -52.78769813276585, -0.011990585170162682, -0.021736581361944143, -0.021392334535644264, -0.019339766453494518, 1.33495375, 0.00019999999999997797, -5928, -5342, 35700, -71900, -85205, 0.20521846153846154, 0.09880888888888888, 0.10640957264957267, -99.03755475851649, 1.3294322, 1.3635058000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 9.600000000000719, 46.49999999999821, ' 91933.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-19', ' EUR_USD', 'sell', ' 1.3348650000000002', ' 1.339515', ' 1.339615', ' 1.332905', ' 1.3356504706133252', 0.003449999999999953, 0.004525000000000112, -0.0049600000000000755, 0.002874999999999961, 0.002950000000000008, 0.001214999999999966, 0.00258220969788143, 0.0033895384984158027, -0.003689172353520947, 0.0021509157289920705, 0.0022071504191715392, 0.0009078681909885422, 101.59883887041325, 157.878782165845, 56.94947067564451, 134.58694235374335, -33.10236186948444, 41.81531589219111, 248.40563735141416, 110.05411553027118, 54.99270706035454, 119.07027820382733, 11.811537142332828, 105.06996051803384, -0.013833417384166357, -0.008545142332686866, -0.01832512531879338, -0.017979678015307563, 1.3378875000000001, -0.003195000000000059, 111456, -5928, -5342, 35700, -71900, 0.20536307692307693, 0.0988785185185185, 0.10648455840455842, -72.31001101307527, 1.3285293, 1.3637117, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 46.49999999999821, -122.14999999999864, ' 114882.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-20', ' EUR_USD', 'sell', ' 1.3395', ' 1.327285', ' 1.34342', ' 1.3271', ' 1.336500220274565', -0.0066349999999999465, -0.00878000000000001, -0.007704999999999851, -0.012909999999999977, -0.009355000000000002, -0.009279999999999955, -0.00497406141297825, -0.006571536564463563, -0.0057715788133243335, -0.009632926551733126, -0.0069988927459899465, -0.00694317148810567, -274.0860260710621, -147.10996746880355, -38.1709923315149, -131.91551808870003, -30.003341604395935, -114.086786668991, -120.52572308306206, -121.79862057317477, -714.5106684513648, -305.5433095127083, -105.71477378746316, -313.58372177396336, -0.01841464000857865, -0.022837286176521508, -0.017597293976581264, -0.027287984053000255, 1.3312725, 8.500000000011276e-05, -149144, 111456, -5928, -5342, 35700, 0.2060792307692308, 0.09922333333333333, 0.10685589743589746, -98.9059587898664, 1.3262608000000002, 1.3642352000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -122.14999999999864, -80.65000000000211, ' 152605.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-21', ' EUR_USD', 'hold', ' 1.32729', ' 1.3192249999999999', ' 1.3289499999999999', ' 1.316115', ' 1.3211984687451024', -0.015635000000000066, -0.014695000000000125, -0.016840000000000188, -0.026005000000000056, -0.020970000000000155, -0.01741500000000018, -0.011712838799574537, -0.011016402782775672, -0.012604177191978075, -0.019331266772224867, -0.01564697674592142, -0.013028938233181844, -222.0942030231592, -158.07311973563387, -616.3220245424567, -347.4293343163318, -130.2842253231395, -322.9001509629184, -153.7827695228882, -163.38569137434175, -235.4207352710592, -212.75650242820242, -1349.1063695773332, -579.4366247904269, -0.014253156990211593, -0.024375362838664903, -0.0287711522817042, -0.023562980178526535, 1.3208787499999999, 0.003295000000000048, -88788, -149144, 111456, -5928, -5342, 0.20419769230769233, 0.09831740740740741, 0.10588028490028492, -157.48350899773618, 1.3229886, 1.3645503999999997, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -80.65000000000211, -1.3500000000021828, ' 172277.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-22', ' EUR_USD', 'sell', ' 1.3192300000000001', ' 1.319095', ' 1.32462', ' 1.314505', ' 1.318974583185464', -0.020420000000000105, -0.01576500000000003, -0.014825000000000088, -0.02538000000000018, -0.02613500000000002, -0.02110000000000012, -0.01524432350514933, -0.011810227289753256, -0.011113859901643344, -0.01887725692184695, -0.019427904521903332, -0.015743977555505072, -205.80915336582333, -77.2138382929026, -224.32976217089458, -159.72962002787543, -621.841960001671, -350.66029184612967, -250.44970250449646, -156.81740026665418, -154.9471119828748, -164.54313005112724, -237.27388062892953, -214.2235650387669, -0.013070819600992168, -0.014350295150564251, -0.024471503529472718, -0.028866859799529698, 1.31932875, 0.007699999999999818, -13023, -88788, -149144, 111456, -5928, 0.2029576923076923, 0.09772037037037036, 0.10523732193732195, -152.63501018905959, 1.32069515, 1.3630703499999999, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -1.3500000000021828, -25.95000000000125, ' 140890.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-24', ' EUR_USD', 'sell', ' 1.32175', ' 1.3191549999999999', ' 1.32185', ' 1.318565', ' 1.3194109981768458', -0.008130000000000193, -0.020360000000000156, -0.01570500000000008, -0.015835000000000043, -0.02532000000000023, -0.02607500000000007, -0.006125285827836668, -0.01519953117359653, -0.011765278755824641, -0.011861512071251504, -0.018832629836925366, -0.01938330248359022, -48.682299740810635, 6.991208878045902, -204.91497891238825, -76.63740916813212, -223.29796564117115, -158.9650814314567, -87.80598787068764, -279.3948338443699, -249.81107172887994, -156.23375859331819, -154.40972315518897, -164.00892758491887, -0.013081308355279054, -0.013025928406026005, -0.014305462153478435, -0.024427130902946056, 1.31968125, -0.0008750000000001812, -6326, -13023, -88788, -149144, 111456, 0.2029376923076923, 0.09771074074074072, 0.10522695156695157, -137.7754363713616, 1.31942925, 1.3601332499999998, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -25.95000000000125, -125.2500000000012, ' 9873.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-25', ' EUR_USD', 'hold', ' 1.31916', ' 1.306635', ' 1.33191', ' 1.304745', ' 1.3180147475110828', -0.012589999999999879, -0.020650000000000057, -0.03288000000000002, -0.029430000000000067, -0.028354999999999908, -0.037840000000000096, -0.009543481968579947, -0.015558075319166613, -0.024546197690955323, -0.022027371422797593, -0.02123985947460274, -0.02814481489057074, -73.85996213508258, -171.60642778953357, -125.39751594659234, -92.35398287523815, -391.499381529337, -196.91895320367064, -274.1682952194816, -621.2247822143246, -176.82064116145608, -533.965159875818, -383.0720269076413, -278.020321096193, -0.025041132074063874, -0.02244807876466368, -0.022393224422306443, -0.023660614212060116, 1.3124812499999998, -0.003575000000000106, -207004, -6326, -13023, -88788, -149144, 0.20294692307692305, 0.09771518518518517, 0.10523173789173788, -165.0544553410074, 1.3165937999999997, 1.3572281999999998, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -125.2500000000012, 1.0999999999983245, ' 240466.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-26', ' EUR_USD', 'buy', ' 1.306645', ' 1.3067549999999999', ' 1.312305', ' 1.301845', ' 1.307314152572369', -0.012340000000000018, -0.012469999999999981, -0.02053000000000016, -0.027165000000000106, -0.02931000000000017, -0.02823500000000001, -0.009354898623677612, -0.009452519471659484, -0.015467665196246592, -0.020364789492623325, -0.02193755543330614, -0.021149971160832674, -76.61812537691415, -142.90697317316483, -72.92502590552537, -169.6817150444896, -124.66222633439696, -91.40179253894549, -1145.8112182072443, -657.3527219824134, -272.79688232134447, -618.3813385487059, -175.96746557081045, -531.5251886997997, -0.02860105706830805, -0.024951592865217476, -0.022358301412497127, -0.02230344203237412, 1.306915, -0.02326500000000009, -15902, -207004, -6326, -13023, -88788, 0.20102076923076925, 0.09678777777777778, 0.10423299145299147, -192.24650110622233, 1.312804899999999, 1.3552406, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 1.0999999999983245, 87.64999999999912, ' 259916.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-27', ' EUR_USD', 'sell', ' 1.3067600000000001', ' 1.315525', ' 1.316225', ' 1.304145', ' 1.3094714948020585', -0.0036299999999998, -0.003569999999999851, -0.0036999999999998145, -0.01933499999999988, -0.01839499999999994, -0.020540000000000003, -0.0027517615443217822, -0.0027064009794592896, -0.0028046769883831907, -0.01448466505850792, -0.013790182319779251, -0.015373503534633421, -92.53903990745938, 25.975639557571387, 10.083933920574523, -14.2572786362443, -4.596769795325877, -29.01729192740358, -285.72165568948884, -205.21966651482748, -773.4278799201327, -439.38735631829223, -172.56945634906836, -410.5729973195633, -0.021532568474683447, -0.022081725801535702, -0.018407769018687556, -0.015797073258319364, 1.312855, -0.02585499999999996, 185223, -15902, -207004, -6326, -13023, 0.20103923076923078, 0.09679666666666666, 0.10424256410256412, -133.98576081241671, 1.3098365999999997, 1.3546554, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 87.64999999999912, -95.25000000000006, ' 209506.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-02-28', ' EUR_USD', 'sell', ' 1.315525', ' 1.306', ' 1.315825', ' 1.305335', ' 1.3109087587326083', -0.0006349999999999412, -0.013154999999999806, -0.013094999999999857, -0.03351499999999996, -0.028859999999999886, -0.027919999999999945, -0.00048598116535982975, -0.00997229286929876, -0.009927260735579967, -0.02502024986655615, -0.02162024481968138, -0.02093079045220099, 4.619898325424944, 19.89936835452553, -382.4845514596209, -112.71409318104018, -84.08221372008276, -153.98228895142623, -400.962727828199, -203.0194947741627, -449.5193547832241, -326.59016869640624, -1177.869304912684, -676.1171291747023, -0.02171551846830302, -0.02861711820599121, -0.029162299383748414, -0.02551494372087642, 1.30829, 0.0011550000000000171, -148240, 185223, -15902, -207004, -6326, 0.20238846153846154, 0.0974462962962963, 0.10494216524216525, -128.7148054092537, 1.3061565499999996, 1.3531049499999999, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -95.25000000000006, -39.949999999999704, ' 169766.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-03-01', ' EUR_USD', 'hold', ' 1.306', ' 1.302005', ' 1.310145', ' 1.29665', ' 1.3025506996258256', -0.00474999999999981, -0.004629999999999912, -0.017149999999999777, -0.02527999999999997, -0.03750999999999993, -0.03285499999999986, -0.003634958351029696, -0.0035434532214427992, -0.013000746690115854, -0.01904639922850026, -0.028002672609115934, -0.024613068037097417, 1.529622087744457, -15.976559675779981, -10.086471244353882, -8.757311432211182, -504.094243706432, -170.8836976210138, -153.7674401504874, -129.09266001722708, -460.49984351947, -241.40006733182864, -518.2198070540343, -377.4956969079972, -0.02549277168401236, -0.024708050247567264, -0.03158853827702263, -0.032132051768099024, 1.3027012500000001, 0.007209999999999939, -38883, -148240, 185223, -15902, -207004, 0.20092307692307695, 0.09674074074074074, 0.10418233618233622, -140.3560623219535, 1.30260595, 1.3516375500000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -39.949999999999704, 2.949999999999342, ' 188415.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-03-03', ' EUR_USD', 'buy', ' 1.301285', ' 1.30158', ' 1.303145', ' 1.300365', ' 1.3014670986720458', -0.013945000000000096, -0.00517499999999993, -0.005055000000000032, -0.01764499999999991, -0.02570500000000009, -0.03793500000000005, -0.010600330666464031, -0.003960191466648247, -0.003868716206132571, -0.013375277151357738, -0.01936660174717569, -0.028319951624281962, -21.23326793652518, -6.832381562135507, -2.533436582823838, -19.854119823402208, -11.650978645394636, -11.805894388247884, -113.24415080521418, -252.6849521745804, -156.37159086034896, -132.46500079160072, -466.83357923130916, -245.4831069656241, -0.024244332493702798, -0.025810869980128284, -0.025026404692169935, -0.03190464679521756, 1.3016675, 0.010284999999999878, -748, -38883, -148240, 185223, -15902, 0.20030846153846157, 0.09644481481481482, 0.10386364672364676, -127.53918818829901, 1.2989664, 1.3516051000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 2.949999999999342, 19.100000000000783, ' 5949.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-03-04', ' EUR_USD', 'buy', ' 1.30157', ' 1.30348', ' 1.304095', ' 1.298205', ' 1.3007176689744697', -0.0025200000000000777, -0.012045000000000083, -0.003274999999999917, -0.015614999999999934, -0.015744999999999898, -0.023805000000000076, -0.0019295558958652968, -0.009156040364113249, -0.0025062081262363007, -0.011837661426963134, -0.011935037616782504, -0.017935108134274156, -17.68333952965101, 48.32465074552613, -5.504921316877716, 9.140900550323423, 15.630825709123545, -2.5191450458017273, -108.99546222973773, -190.94890585371172, -98.44099383721219, -222.210333711358, -144.72950533391224, -117.38865380028739, -0.02350808324468481, -0.022819959217944122, -0.02438878347984573, -0.023603173057476032, 1.3023150000000001, 0.004314999999999847, 109701, -748, -38883, -148240, 185223, 0.20024307692307694, 0.09641333333333332, 0.10382974358974362, -111.56890867435432, 1.2962595, 1.3510034999999998, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 19.100000000000783, 12.799999999999478, ' 138660.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-03-05', ' EUR_USD', 'sell', ' 1.30348', ' 1.30476', ' 1.307555', ' 1.301015', ' 1.3040647170744366', 0.002754999999999841, -0.0012400000000001299, -0.010765000000000136, -0.014394999999999936, -0.014334999999999987, -0.01446499999999995, 0.0021159672965924406, -0.000949464012251248, -0.008183044792003295, -0.01091228854835098, -0.010867299171022547, -0.010964770982963445, 60.095886655155965, 109.82405278522428, -5.48135861431241, 70.90078886926624, 5.091017458463232, 19.901848499768928, -420.2307387902999, -130.76923949032062, -96.34111378039007, -172.1722115541395, -88.4683407219271, -201.68006443087233, -0.02594595805198157, -0.02254918118754028, -0.021860381432169902, -0.02343074625860279, 1.3045225, -0.003410000000000135, 20708, 109701, -748, -38883, -148240, 0.20053538461538462, 0.09655407407407407, 0.10398131054131055, -89.60702964521153, 1.294398, 1.349677, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 12.799999999999478, -69.70000000000142, ' 142564.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-03-06', ' EUR_USD', 'buy', ' 1.30478', ' 1.29781', ' 1.30707', ' 1.296495', ' 1.3023355286969818', -0.003770000000000051, -0.004195000000000171, -0.008190000000000142, -0.008825000000000083, -0.021344999999999947, -0.021285, -0.002896479663178638, -0.0032219538327427086, -0.006271056661562129, -0.006753990211497536, -0.016180812717231825, -0.016136062982575174, -91.90316895076008, -49.20490127265123, 8.595712517875702, -30.00454146988716, -71.73430186556777, -51.68058609948405, -25.52907959109359, -38.848618492377966, -631.7920306840033, -231.96542243345462, -165.0502713764603, -274.1237938838524, -0.022206986442248756, -0.031134403123518662, -0.02775571970094244, -0.027070588940866083, 1.29979625, -0.0014800000000001479, -101212, 20708, 109701, -748, -38883, 0.20073230769230768, 0.09664888888888888, 0.1040834188034188, -99.92606948650075, 1.2925194500000001, 1.3473170500000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -69.70000000000142, 130.00000000000122, ' 134718.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-03-07', ' EUR_USD', 'sell', ' 1.297795', ' 1.3107950000000002', ' 1.311855', ' 1.2974700000000001', ' 1.3054828806225445', 0.0073150000000001825, 0.009215000000000195, 0.008790000000000076, 0.004040000000000266, 0.004160000000000164, -0.008359999999999701, 0.005611900451100272, 0.007079856789440677, 0.006751126147749106, 0.0030916277343497945, 0.0031837506266096985, -0.0063373902232866505, 213.7484932344138, 166.17026623002792, 375.1663609222742, 246.15128401044674, 104.8158220391125, 231.2435587319335, 85.56323553312224, 64.22050784796134, 22.271223003044852, 54.29455723497774, -236.52248028978948, -42.89600725120747, -0.006390115408667753, -0.01242385772460315, -0.021440596036625088, -0.01802810781654989, 1.30772875, 0.00025500000000011624, 151036, -101212, 20708, 109701, -748, 0.19966307692307692, 0.09613407407407407, 0.10352900284900285, -63.32446460130314, 1.2928725000000003, 1.3435205000000001, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 130.00000000000122, -103.45000000000049, ' 177144.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-03-08', ' EUR_USD', 'hold', ' 1.310815', ' 1.30047', ' 1.313455', ' 1.29551', ' 1.3033954916339263', -0.004289999999999905, -0.003009999999999957, -0.0011099999999999444, -0.01505500000000004, -0.006284999999999874, -0.006164999999999976, -0.0032879610043225612, -0.0023092030564335142, -0.0008528096621029398, -0.011444100264153125, -0.004809623839204652, -0.004718226589674987, -8.333205914282939, 16.703334499235726, 38.45435561365648, 22.569815578918128, 3.7768425596209334, 11.29933075299816, -30.421933593266075, -16.164141112045197, -13.145189816539864, -29.981394561894547, -15.737103857523245, -19.768075755776394, -0.01411952891944848, -0.014216680247872695, -0.02020289538418654, -0.029148609758009425, 1.30247625, 0.0039000000000002366, -68180, 151036, -101212, 20708, 109701, 0.20166076923076925, 0.09709592592592593, 0.10456484330484332, -75.14587857010125, 1.2919675, 1.340025, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -103.45000000000049, 0.0, ' 152461.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-03-10', ' EUR_USD', 'buy', ' 1.29873', ' 1.29873', ' 1.300395', ' 1.297955', ' 1.29891254925187', 0.0009200000000000319, -0.00602999999999998, -0.004750000000000032, -0.00727000000000011, -0.016795000000000115, -0.008024999999999949, 0.0007088865088110216, -0.0046215395934884424, -0.003644091202013097, -0.005566615620214479, -0.012766766119990206, -0.006141166477266167, 21.134551919130665, 15.945744012320636, -34.93830369566361, -1.6815628597326697, 8.913261234951715, -1.630163513860411, -62.96412808266749, -35.45398682304462, -44.82578786599638, -30.792304730823904, -29.779830020744914, -45.856581989802926, -0.015483396568257647, -0.015438615111117826, -0.01553563645322059, -0.021513842166527995, 1.2989525, 0.008180000000000076, -2925, -68180, 151036, -101212, 20708, 0.20007230769230772, 0.0963311111111111, 0.10374119658119661, -91.13081531230631, 1.2907841000000002, 1.3375824, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 0.0, 45.249999999998906, ' 8020.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
