'2013-04-02', ' EUR_USD', 'buy', ' 1.28484', ' 1.28194', ' 1.287775', ' 1.28088', ' 1.2841112651018478', 9.000000000014552e-05, 0.0005800000000000249, 0.004494999999999916, -0.019954999999999945, -0.01684999999999981, -0.008385000000000087, 7.021102313074504e-05, 0.00045264406568023424, 0.0035187424898918663, -0.015327656992307325, -0.012973613902170337, -0.006498362815569788, 59.45194870276654, 77.02935579156754, 71.7711372706857, 84.40722070579658, 59.008111999036046, 63.41039932416276, -118.51386469428758, -45.80765897200325, -56.64978120048162, -59.99843866796852, -79.36612569379378, -84.84325719618765, -0.0034864061255027307, -0.009603127390158873, -0.005561976867761401, -0.019586249091812863, 1.28313375, 0.0028599999999998627, -65173, 32587, -1064, 6536, 29701, 0.1976723076923077, 0.09517555555555554, 0.10249675213675216, -76.67724153012311, 1.2755918, 1.3069701999999999, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -28.999999999999027, 29.850000000002375, ' 94111.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-03', ' EUR_USD', 'buy', ' 1.281945', ' 1.2849300000000001', ' 1.2864499999999999', ' 1.278985', ' 1.283005704541102', 0.0043800000000002726, 0.0030800000000001937, 0.003570000000000073, -0.0007899999999998464, -0.016964999999999897, -0.013859999999999761, 0.00342040529460019, 0.0024027772360262073, 0.0027861022663420686, -0.0006144417135922646, -0.013031004804534849, -0.010671471138521056, 315.51355899293094, 151.60283942305546, 127.55973668026066, 174.54363024475234, 105.19725883444748, 182.75685150254637, 8.861878351828182, 42.64976075350165, -90.05149879581931, -15.628656133174758, -32.10154268027219, -37.76372104142111, -0.00695939131409223, -0.0011621353751674619, -0.0072931232955027485, -0.003242547183715781, 1.28382375, 0.001955000000000151, 52617, -65173, 32587, -1064, 6536, 0.19722153846153848, 0.09495851851851853, 0.10226301994301995, -70.20286247666156, 1.275604, 1.305126, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 29.850000000002375, 76.65000000000255, ' 88767.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-04', ' EUR_USD', 'buy', ' 1.2849249999999999', ' 1.2925900000000001', ' 1.2949350000000002', ' 1.27453', ' 1.2840891337194373', 0.007720000000000171, 0.012040000000000273, 0.010740000000000194, 0.006540000000000212, 0.006870000000000154, -0.009304999999999897, 0.0060083899538476045, 0.00940220998789604, 0.008378515426922178, 0.005085338828195026, 0.0053433095852908515, -0.007147273781679703, 159.77084001199793, 170.6165501206103, 811.2743511746252, 380.2919801864569, 302.04323363932303, 424.36280827531533, 158.2498665070145, 166.63275533897422, 43.943009191623105, 117.67018035453096, -17.134534654594113, 61.68611368134783, 0.0017553717086780162, -0.0010394648881125632, 0.004792350894922128, -0.0013751863841095612, 1.28866125, -0.005189999999999806, 101994, 52617, -65173, 32587, -1064, 0.1976815384615385, 0.09518, 0.10250153846153849, -25.353624822177707, 1.2762386999999997, 1.3034468, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 76.65000000000255, 65.10000000000016, ' 132434.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-05', ' EUR_USD', 'buy', ' 1.292605', ' 1.299115', ' 1.304', ' 1.29006', ' 1.2965290344907763', 0.01717499999999994, 0.014245000000000063, 0.018565000000000165, 0.021669999999999856, 0.013065000000000104, 0.013395000000000046, 0.013397662917141161, 0.011086724727015234, 0.014497676779508936, 0.01696354833280482, 0.010159014035224217, 0.010418287029835459, 264.463169497184, 218.20084929103155, 227.2468743859961, 253.7882791743076, 1233.5771147497558, 575.0957195443119, 207.06718045534126, 307.17199475954607, 263.8306823514153, 244.8911870779431, 73.82608735476384, 181.57465005384014, 0.00025023290909240967, 0.0068122372270550844, 0.004003292282842618, 0.009864547097576688, 1.2980725, -0.00723000000000007, 33451, 101994, 52617, -65173, 32587, 0.19886000000000004, 0.0957474074074074, 0.10311259259259263, 86.654807467706, 1.2760470000000002, 1.3039580000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 65.10000000000016, 17.700000000000493, ' 111827.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-07', ' EUR_USD', 'buy', ' 1.2973599999999998', ' 1.29913', ' 1.3006600000000001', ' 1.29725', ' 1.2996973719256792', 0.014199999999999768, 0.017189999999999817, 0.01425999999999994, 0.01776999999999984, 0.021684999999999732, 0.01307999999999998, 0.01105118566770156, 0.013409363932789221, 0.011098399059827017, 0.01386807766747818, 0.01697529052131382, 0.010170677656389706, 269.85572865735634, 151.82597336466253, 264.68071529057175, 218.36484657270054, 227.40199170639482, 253.97947855144096, 263.9433880001337, 649.8353656543194, 207.19648968543302, 307.384886982632, 264.07339687059584, 245.07109151872086, -0.002123827190364913, 0.0002617821202811902, 0.006823862205258155, 0.004014884828063108, 1.2990425, -0.00975500000000018, 955, 33451, 101994, 52617, -65173, 0.19986384615384617, 0.09623074074074074, 0.10363310541310543, 99.91362914233557, 1.276173, 1.3036219999999998, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 17.700000000000493, 37.95000000000215, ' 9311.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-08', ' EUR_USD', 'buy', ' 1.29913', ' 1.302925', ' 1.303805', ' 1.29683', ' 1.3010214144575354', 0.010334999999999983, 0.017994999999999983, 0.02098500000000003, 0.021075000000000177, 0.021565000000000056, 0.025479999999999947, 0.007995574776224465, 0.01400465395002061, 0.01636972089177343, 0.01644108124975635, 0.016829774614472166, 0.01994606421411485, 139.15638737374408, 132.62050373959053, 320.69228811403207, 184.0454640728822, 319.71980101812153, 259.85615883529925, 537.4592833876137, 761.4230177982741, 306.36884998491, 774.6637432040453, 239.91172489892426, 361.24661942381607, 0.013381607192857027, 0.0007911544325771943, 0.0031837325510669333, 0.009764981690659286, 1.3016212500000002, -0.005750000000000144, 67011, 955, 33451, 101994, 52617, 0.19986615384615383, 0.09623185185185183, 0.103634301994302, 131.21829304685522, 1.2764505000000002, 1.3028820000000003, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 37.95000000000215, 51.09999999999948, ' 89628.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-09', ' EUR_USD', 'sell', ' 1.302935', ' 1.308045', ' 1.310325', ' 1.300505', ' 1.3055067651237424', 0.008929999999999882, 0.015454999999999774, 0.023114999999999775, 0.027495000000000047, 0.02619499999999997, 0.026684999999999848, 0.006873910315868789, 0.011956614239627239, 0.017989306810487552, 0.021471242825348524, 0.02043530834340989, 0.020825529125304245, 129.01629113133936, 202.12071603358905, 164.24815364786053, 203.27469215384647, 389.2781074600543, 227.5141840797514, 1811.533234094726, 841.700683906864, 654.0853283524131, 928.4039827481998, 363.60689092352226, 943.0751511235536, 0.01710275650246879, 0.017363811716392317, 0.00472388326247499, 0.007125863303536379, 1.30673, -0.0031600000000000517, 53913, 67011, 955, 33451, 101994, 0.20045000000000002, 0.09651296296296297, 0.10393703703703705, 158.36388398569633, 1.2755574, 1.3056686, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 51.09999999999948, -28.049999999999464, ' 100653.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-10', ' EUR_USD', 'buy', ' 1.308045', ' 1.30524', ' 1.312205', ' 1.30512', ' 1.3081253168501974', 0.00611000000000006, 0.006124999999999936, 0.012649999999999828, 0.02037, 0.0246900000000001, 0.023390000000000022, 0.004703147491013263, 0.004714748116987285, 0.00978655258047782, 0.01585374395853277, 0.0192807777907931, 0.01824706478917192, 234.30397935543314, 134.36438634170315, 108.8944842576445, 154.5900705627905, 150.50159028870073, 164.56668463392612, 290.58644688266145, 331.86135817107373, 1629.9915863049575, 757.9574672173954, 590.1915673902511, 836.9232001926233, 0.02175827530735162, 0.014921659344504522, 0.015182154745978893, 0.0025693316281266395, 1.30695125, 0.002454999999999874, -83698, 53913, 67011, 955, 33451, 0.2012376923076923, 0.09689222222222221, 0.1043454700854701, 149.00252922073, 1.2749052, 1.3074078, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -28.049999999999464, 63.949999999999285, ' 86634.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-11', ' EUR_USD', 'hold', ' 1.3052350000000001', ' 1.31163', ' 1.31385', ' 1.304385', ' 1.3098584399838697', 0.008704999999999963, 0.012500000000000178, 0.012515000000000054, 0.029689999999999994, 0.026760000000000117, 0.03108000000000022, 0.006681121323176669, 0.00962182383595189, 0.009633481254546406, 0.023160210306254578, 0.02082700973639366, 0.024270821131545214, 212.18333787328888, 139.11811853003869, 421.6885135333125, 249.05330115436632, 154.73346676135748, 262.86843938931963, 445.96887644850136, 355.0292479646535, 356.66642537306194, 413.3122928305595, 2043.5570513233758, 948.7307843816465, 0.023623337703689844, 0.02676044761222589, 0.01989036196104363, 0.02015213265718827, 1.3103737500000001, 0.002515000000000045, 50028, -83698, 53913, 67011, 955, 0.20080615384615386, 0.09668444444444443, 0.10412170940170942, 143.90518077713756, 1.27459125, 1.3102422500000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 63.949999999999285, -4.250000000001197, ' 94233.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-12', ' EUR_USD', 'hold', ' 1.31163', ' 1.311205', ' 1.31272', ' 1.3036599999999998', ' 1.3082602169652242', 0.0031600000000000517, 0.008279999999999843, 0.012075000000000058, 0.026274999999999826, 0.029264999999999874, 0.026334999999999997, 0.0024158190276328813, 0.006354932171843999, 0.009294681825529437, 0.020448584747807138, 0.022828681529556666, 0.020496236973390303, 108.96019388804592, 88.96627787532549, 206.09023526543942, 133.64496363708568, 409.22553590801994, 241.42532168716843, 431.60841783767984, 254.34253470899253, 439.80507896913014, 350.3826583173259, 352.2714346283941, 407.894977145068, 0.022900495377774326, 0.02329165886245856, 0.026427752271134794, 0.019559892694685308, 1.3096975, 0.005325000000000246, 60783, 50028, -83698, 53913, 67011, 0.2017892307692308, 0.09715777777777777, 0.10463145299145303, 118.36563421669244, 1.2735897000000003, 1.3129708000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -4.250000000001197, 0.0, ' 91328.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-13', ' EUR_USD', 'sell', ' 1.3112', ' 1.3112', ' 1.3112', ' 1.3112', ' 1.3112', 0.005959999999999965, 0.003155000000000019, 0.00827499999999981, 0.018609999999999793, 0.026269999999999794, 0.02925999999999984, 0.004566210045662074, 0.0024119965291714116, 0.006351094652416532, 0.014397450080845272, 0.02044469348524806, 0.022824781191007254, 85.8138911236236, 80.34576098397929, 108.90927790959323, 88.90817378989827, 206.01855170534662, 133.58057357952114, 179.7099744671654, 246.81257583489878, 431.5414394984743, 254.30008478711053, 439.73256370466646, 350.3279925567687, 0.02393502791769167, 0.022896594765378156, 0.023287756758444047, 0.026423838208298404, 1.3112, 0.015085000000000237, 0, 60783, 50028, -83698, 53913, 0.20172384615384617, 0.0971262962962963, 0.10459754985754988, 115.11616378598207, 1.2731370000000002, 1.3155109999999999, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 0.0, -18.599999999999728, ' 2.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-14', ' EUR_USD', 'sell', ' 1.31155', ' 1.30969', ' 1.3116400000000001', ' 1.30959', ' 1.31025374925015', -0.0019400000000000528, 0.004450000000000065, 0.0016450000000001186, 0.010575000000000001, 0.017099999999999893, 0.024759999999999893, -0.00147907565395733, 0.0034093346817444035, 0.0012576019938152882, 0.008140156953002622, 0.013229252895349562, 0.019269532192415065, 56.04800794497769, -503292.46547839115, 64.50155961101407, 62.3683747793086, 93.53265241698206, 71.36073999099128, 140.81678036742883, 229.99519439347168, 172.3098637105414, 225.97511011116367, 411.31398105853464, 241.48020837883496, 0.019317129359390495, 0.022755847096950662, 0.021718609821742084, 0.022109321346069775, 1.3101525, 0.007640000000000091, -4512, 0, 60783, 50028, -83698, 0.20172307692307692, 0.09712592592592592, 0.104597150997151, 97.72903956547592, 1.2725920000000004, 1.3171460000000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -18.599999999999728, -43.499999999998536, ' 5001.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-15', ' EUR_USD', 'buy', ' 1.30969', ' 1.3053400000000002', ' 1.3108', ' 1.302185', ' 1.3068060204751284', -0.005864999999999787, -0.006289999999999907, 0.00010000000000021103, 0.006210000000000271, 0.006225000000000147, 0.012750000000000039, -0.004472984773547834, -0.004795559723397533, 7.661426251127075e-05, 0.0047801220817010395, 0.004791723596448465, 0.009863916632497574, 18.542841690492313, -1953396.254706233, 10.089697942972135, -1953323.7891533736, 3.1051079025011465, 10.579215845321864, 237.23644467903677, 136.15920503987067, 109.61183922640521, 156.28456772752844, 150.99166384874312, 165.94664925139503, 0.01825358441112695, 0.015931572843945467, 0.019358869235875455, 0.018325077037095006, 1.3059162500000001, 0.00325500000000023, -34654, -4512, 0, 60783, 50028, 0.20149076923076925, 0.09701407407407407, 0.10447669515669518, 68.21949207161529, 1.27241975, 1.3176627500000002, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -43.499999999998536, 124.55000000000105, ' 129523.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-16', ' EUR_USD', 'sell', ' 1.305335', ' 1.31779', ' 1.32016', ' 1.3028499999999998', ' 1.3109553771011868', 0.006590000000000096, 0.006585000000000063, 0.006159999999999943, 0.014864999999999906, 0.01866000000000012, 0.018674999999999997, 0.005025930445393606, 0.005022097993830151, 0.004696446406379805, 0.011408945257785295, 0.01436345862230887, 0.014375170789345052, 6590000.000000096, 2196860.3719790257, 155.95854350393205, 2196851.9796774522, 141.6255507073357, 2196765.8613647693, 300.49748390703445, 218.44666944905154, 602.3283774669127, 359.6141329612499, 198.92253283692304, 367.2494647369567, 0.025573377538075915, 0.02796542739909819, 0.025621269077805583, 0.02908125414860815, 1.3146475, 0.0007850000000002577, 88127, -34654, -4512, 0, 60783, 0.2008215384615385, 0.09669185185185186, 0.10412968660968663, 100.6596813593116, 1.2730012, 1.3202883, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 124.55000000000105, -144.2499999999991, ' 121360.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-17', ' EUR_USD', 'buy', ' 1.317795', ' 1.3033700000000001', ' 1.3199800000000002', ' 1.300125', ' 1.309591466000303', -0.006319999999999881, -0.007829999999999782, -0.007834999999999814, -0.004674999999999763, 0.0004450000000000287, 0.004240000000000244, -0.004825569409554842, -0.005971629042098674, -0.00597541955681973, -0.003574036061450304, 0.000341539229042369, 0.003263722645155022, -303.39983415441037, -95.54696297138501, -7829999.999999782, -2610096.5483050826, -3.200847672759353, -2610102.200227203, 29.174855653202464, -2.082823988543444, 93.76209660076626, 32.74574343408948, 179.46687780416653, 100.80127668604509, 0.008339844807711657, 0.014350976317776074, 0.016716851022668813, 0.014398343801318565, 1.3067112500000002, 0.0008750000000001812, -88893, 88127, -34654, -4512, 0, 0.2027369230769231, 0.09761407407407408, 0.10512284900284902, 62.243084952604775, 1.2746005500000004, 1.3204209500000001, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -144.2499999999991, 19.049999999998235, ' 132060.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-18', ' EUR_USD', 'hold', ' 1.303395', ' 1.3053', ' 1.3096450000000002', ' 1.3021150000000001', ' 1.305742211115118', -4.000000000026205e-05, -0.004390000000000116, -0.005900000000000016, 5.999999999994898e-05, -0.0027449999999999974, 0.002374999999999794, -3.0643357286425026e-05, -0.003351938244928278, -0.004499694935936559, 4.596855750662636e-05, -0.002098551655332957, 0.00182282172803484, 36.157444487004966, 25.45828786253833, -209.25808497146008, -52.982351283354085, -5900000.000000017, -1966724.366880167, 2.5405428293157013, 10.10299369420161, 48.82842333581035, 20.345352986217225, 121.43195079640097, 57.60030565384235, 0.0047609334046638556, 0.009832971011689534, 0.015853003665569156, 0.01822238170273166, 1.30559, -0.011435000000000084, -18369, -88893, 88127, -34654, -4512, 0.20051846153846156, 0.09654592592592594, 0.10397253561253562, 45.490772155840794, 1.2780566, 1.3197504, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 19.049999999998235, -0.7500000000004725, ' 119243.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-19', ' EUR_USD', 'sell', ' 1.30527', ' 1.3051949999999999', ' 1.312915', ' 1.3047', ' 1.3079458036717875', -0.012595000000000134, -0.0001450000000002838, -0.004495000000000138, -0.006435000000000191, -4.500000000007276e-05, -0.002850000000000019, -0.009557668520781106, -0.00011108217016278041, -0.0034321098885996973, -0.004906109192379093, -3.4476418130054824e-05, -0.0021788241230233053, 13.547004350061641, 26.661505562577748, 34.9386542233978, 24.67355321876799, -214.37978635188134, -55.29804259280729, 8.557754276235567, -2001658.1666093024, 1.0585595122133085, 8.852910547518873, 47.759187788310605, 19.12516719225316, 0.004668508925203781, 0.00468010915122977, 0.00975173875706895, 0.01577128715182909, 1.30700125, -0.011600000000000499, -82156, -18369, -88893, 88127, -34654, 0.20081538461538462, 0.09668888888888888, 0.10412649572649574, 52.666430684711315, 1.28093785, 1.3192526500000001, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -0.7500000000004725, -18.650000000002276, ' 93415.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-21', ' EUR_USD', 'hold', ' 1.3076150000000002', ' 1.30575', ' 1.3077649999999998', ' 1.305355', ' 1.3063464704636885', 0.0023799999999998267, -0.01204000000000005, 0.0004099999999997994, -0.005454999999999988, -0.005880000000000107, 0.0005100000000000104, 0.0018260355846765127, -0.009136508851941547, 0.00031409441218364513, -0.0041602953008873424, -0.0044829715697263005, 0.00039073273880666426, 28.330252680671165, 29.794841886245475, 16.75322499581226, 31.118802992951373, 41.380831331035324, 28.821436335839582, 23.068178055430742, -1816721.4132526992, 14.421400724768386, -1816654.170140392, 8.891899902611222, 15.460492894270118, 0.002168198476504676, 0.005095717903520103, 0.005107323062238483, 0.01018110924577773, 1.306155, -0.004085000000000338, -3174, -82156, -18369, -88893, 88127, 0.20079923076923076, 0.09668111111111109, 0.10411811965811966, 39.497062509708364, 1.2841089, 1.3184716, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -18.650000000002276, 2.249999999999197, ' 4723.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-22', ' EUR_USD', 'sell', ' 1.305755', ' 1.30598', ' 1.308435', ' 1.30152', ' 1.3048635041971892', 0.0006800000000000139, 0.002609999999999779, -0.011810000000000098, -0.005220000000000002, -0.005225000000000035, -0.005650000000000155, 0.0005209530376158845, 0.002002501208405732, -0.008961974214404493, -0.003981086028065896, -0.003984884133297261, -0.004307617239617998, 51.32733961036064, 30.94697922270033, 29.488645234725038, 32.1323496610249, 18.081929047203936, 32.96597129742987, -5220000.000000003, -1740044.0128029624, 25.606781382104234, -1740050.1607299633, 16.851380334069407, -1739985.8472794287, -0.001578691864576512, 0.0023447243701669764, 0.0052727594621015785, 0.0052843666649987865, 1.30547875, -0.009620000000000184, 23867, -3174, -82156, -18369, -88893, 0.20088461538461538, 0.09672222222222221, 0.10416239316239317, 26.88047545351713, 1.28800265, 1.31712085, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', 2.249999999999197, -65.29999999999924, ' 82317.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
'2013-04-23', ' EUR_USD', 'buy', ' 1.305955', ' 1.299425', ' 1.30843', ' 1.297305', ' 1.300868297626549', -0.005769999999999831, -0.0058749999999998526, -0.003945000000000087, -0.010264999999999969, -0.011774999999999869, -0.011779999999999902, -0.004420795360080165, -0.004500881023519385, -0.0030267690678779523, -0.007837732593209057, -0.008980323367907161, -0.008984102409615507, -64.21102603741726, -113.51830890844978, -35.723297167369196, -115.32740167847861, -3.5255425558164735, -34.486621920200975, -495.8294717330593, -182.55079359796852, -11774999.99999987, -3925175.955414749, -46.74341342810379, -3925180.8576283436, -0.0044551193650209184, -0.006589987347529978, -0.0026862635992095157, 0.00022707504252858165, 1.30114625, -0.0003349999999999742, -67768, 23867, -3174, -82156, -18369, 0.20092, 0.09673925925925925, 0.10418074074074074, -13.1098867955033, 1.2906952, 1.3158838, ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', ' 0', -65.29999999999924, 21.449999999998415, ' 109503.0', ' 0', ' 0', ' 0', ' 0', ' 0', ' '
