2006-07-02, USD_JPY,buy,114.41,114.12,114.41,114.11,114.26,-2.27,-2.23,-1.93,-1.90,-0.63,-0.72,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,0,9,0,9,0,9,0,15,0,15,0,15,-0.01,-0.01,-0.01,-0.01,114.19,0.29,-1581,-9362,-12020,6645,3347,115.22,114.74,0.48,-103.06,113.89,116.57,114.26,114.81,114.81,114.11,115.23,114.11,171.46,114.48,-527.2500,-458.8000,-352.3333,-207.1111,-111.5909,-75.0769,-62.2500,-15.2857,57.1538,55.8387,-35.2,43.5,1819, 23, 714.
2006-07-03, USD_JPY,sell,114.12,114.69,114.94,114.10,114.69,-0.49,-1.71,-1.67,-1.85,-1.34,-0.07,-0.00,-0.01,-0.01,-0.02,-0.01,-0.00,23,11,23,11,22,11,22,11,22,11,22,11,-0.01,-0.01,-0.00,-0.00,114.60,-0.24,7059,-1581,-9362,-12020,6645,115.14,114.73,0.40,-71.66,113.99,116.55,114.46,114.27,114.94,114.10,114.94,114.10,172.00,114.39,-420.1250,-315.0000,-293.3333,-183.3333,-25.2727,-63.0769,-17.6250,28.5476,116.3846,71.6129,43.5,-3.4,18386, 14, 1704.
2006-07-04, USD_JPY,buy,114.69,115.13,115.23,114.39,114.66,0.69,-0.04,-1.26,-1.24,-1.41,-0.89,0.01,-0.00,-0.01,-0.01,-0.01,-0.01,90,38,40,21,40,21,39,20,39,20,39,20,0.00,-0.00,-0.00,-0.00,114.97,-0.36,11277,7059,-1581,-9362,-12020,115.13,114.76,0.37,-41.49,114.10,116.52,114.86,114.41,115.23,114.39,115.23,114.10,172.42,114.67,-1.8750,-279.9000,-215.6667,-147.6667,-95.3636,-31.7308,1.6250,43.5238,108.9808,78.0968,-3.4,54.6,14683, 22, 1092.
2006-07-05, USD_JPY,buy,115.13,115.62,115.78,114.58,115.20,1.49,1.18,0.44,-0.44,-0.76,-0.92,0.01,0.01,0.00,-0.00,-0.01,-0.01,89,67,89,51,59,41,58,39,58,39,58,39,0.01,0.01,0.00,0.00,115.40,-0.27,15563,11277,7059,-1581,-9362,115.21,114.83,0.38,-1.09,114.19,116.55,115.28,114.91,115.78,114.58,115.78,114.39,173.07,114.99,343.5000,110.3000,-140.0833,-82.2222,-73.6364,43.2308,24.8750,57.1429,85.5769,99.6774,54.6,16.4,21646, 7, 1722.
2006-07-06, USD_JPY,sell,115.62,115.26,115.70,114.90,115.37,0.58,1.14,0.82,-1.10,-0.79,-1.11,0.01,0.01,0.01,-0.01,-0.01,-0.01,68,83,68,66,68,56,44,47,44,47,44,47,-0.01,0.00,0.00,-0.00,115.28,0.51,-1729,15563,11277,7059,-1581,115.22,114.86,0.36,-7.87,114.19,116.55,115.37,115.37,115.70,114.90,115.78,114.58,173.15,115.24,187.6250,256.9000,77.0000,-112.1667,-78.1364,-44.5769,-4.3437,11.6905,77.2500,74.8548,16.4,-86.5,17943, 13, 1792.
2006-07-07, USD_JPY,sell,115.26,114.03,115.28,113.83,114.50,-1.10,-0.66,-0.09,-2.36,-2.33,-2.02,-0.01,-0.01,-0.00,-0.02,-0.02,-0.02,10,56,10,56,10,46,7,36,6,36,6,36,-0.02,-0.02,-0.01,-0.01,114.29,0.88,-12987,-1729,15563,11277,7059,115.03,114.80,0.24,-110.80,114.08,116.57,114.60,115.44,115.44,113.83,115.70,113.83,172.20,114.93,13.6250,67.1000,144.9167,-137.7222,-113.1364,-101.1154,-22.3750,-6.0238,21.0962,75.9839,-86.5,-51.9,17874, 12, 2322.
2006-07-09, USD_JPY,sell,113.98,113.95,114.05,113.85,113.98,-1.67,-1.18,-0.74,-1.22,-2.44,-2.41,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,6,28,6,28,6,28,4,18,4,18,4,18,-0.02,-0.02,-0.02,-0.01,113.95,0.32,32,-12987,-1729,15563,11277,114.87,114.73,0.13,-145.51,113.97,116.60,113.96,114.64,114.64,113.85,115.28,113.83,170.97,114.25,-435.0000,-236.2000,-150.0000,-286.7222,-241.8182,-193.0769,-73.6250,-56.2857,-11.5577,68.5806,-51.9,-6.8,1258, 22, 398.
2006-07-10, USD_JPY,buy,113.95,114.30,114.43,113.46,113.91,-0.96,-1.31,-0.82,-0.14,-0.87,-2.09,-0.01,-0.01,-0.01,-0.00,-0.01,-0.02,37,17,36,17,36,17,36,15,26,12,26,12,-0.02,-0.02,-0.02,-0.01,114.12,-0.01,14518,32,-12987,-1729,15563,114.78,114.70,0.08,-118.74,113.84,116.64,114.04,113.96,114.43,113.46,114.43,113.46,171.16,113.95,-316.2500,-270.9000,-132.5833,-89.2222,-189.9545,-161.1154,-115.2813,-36.6429,4.5577,65.7419,-6.8,34.5,19611, 13, 1413.
2006-07-11, USD_JPY,buy,114.30,114.26,114.69,113.92,114.26,0.23,-1.00,-1.35,0.14,-0.18,-0.91,0.00,-0.01,-0.01,0.00,-0.00,-0.01,44,29,35,26,34,25,34,25,34,21,25,18,-0.02,-0.02,-0.02,-0.02,114.28,0.68,-1853,14518,32,-12987,-1729,114.70,114.67,0.03,-84.94,113.71,116.67,114.29,114.13,114.69,113.92,114.69,113.46,171.65,114.12,-148.3750,-201.7000,-183.0000,30.6667,-176.2273,-155.2308,-119.2500,-33.3333,3.9231,36.3548,34.5,77.3,16771, 13, 1655.
2006-07-12, USD_JPY,buy,114.26,115.34,115.72,114.17,115.03,1.39,1.31,0.08,0.66,1.22,0.90,0.01,0.01,0.00,0.01,0.01,0.01,83,54,83,51,83,51,80,50,80,47,80,44,-0.01,-0.01,-0.01,-0.01,115.15,0.42,9328,-1853,14518,32,-12987,114.80,114.72,0.08,-8.19,113.72,116.64,114.88,114.28,115.72,114.17,115.72,113.92,172.81,114.63,420.0000,88.9000,4.9167,86.6667,44.6818,-61.1538,-51.8750,-1.9048,10.5769,65.7419,77.3,27.6,18391, 12, 1660.
