year,month,day,hour,minute,second,openBid,openAsk,highBid,highAsk,lowBid,lowAsk,closeBid,closeAsk,volume,complete
2004,01,01,20,00,00,107.34,107.44,107.34,107.44,107.34,107.44,107.34,107.44,3,True
2004,01,02,20,00,00,106.89,106.99,106.89,106.99,106.89,106.99,106.89,106.99,2,True
2004,01,04,20,00,00,107.01,107.11,107.01,107.11,107.01,107.11,107.01,107.11,2,True
2004,01,05,20,00,00,106.24,106.27,106.24,106.27,106.24,106.27,106.24,106.27,2,True
2004,01,06,20,00,00,106.2,106.23,106.2,106.23,106.2,106.23,106.2,106.23,2,True
2004,01,07,20,00,00,106.25,106.28,106.25,106.28,106.25,106.28,106.25,106.28,2,True
2004,01,08,20,00,00,106.17,106.2,106.17,106.2,106.17,106.2,106.17,106.2,2,True
2004,01,09,20,00,00,106.32,106.42,106.32,106.42,106.32,106.42,106.32,106.42,2,True
2004,01,11,20,00,00,106.67,106.77,106.67,106.77,106.67,106.77,106.67,106.77,2,True
2004,01,12,20,00,00,106.68,106.71,106.68,106.71,106.68,106.71,106.68,106.71,2,True
2004,01,13,20,00,00,106.23,106.26,106.23,106.26,106.23,106.26,106.23,106.26,2,True
2004,01,14,20,00,00,106.2,106.23,106.2,106.23,106.2,106.23,106.2,106.23,2,True
2004,01,15,20,00,00,106.46,106.49,106.46,106.49,106.46,106.49,106.46,106.49,2,True
2004,01,16,20,00,00,106.67,106.77,106.67,106.77,106.67,106.77,106.67,106.77,2,True
2004,01,18,20,00,00,106.63,106.73,106.63,106.73,106.63,106.73,106.63,106.73,2,True
2004,01,19,20,00,00,107.24,107.27,107.24,107.27,107.24,107.27,107.24,107.27,2,True
2004,01,20,20,00,00,107.06,107.09,107.06,107.09,107.06,107.09,107.06,107.09,2,True
2004,01,21,20,00,00,106.95,106.98,106.95,106.98,106.95,106.98,106.95,106.98,2,True
2004,01,22,20,00,00,105.99,106.02,105.99,106.02,105.99,106.02,105.99,106.02,2,True
2004,01,23,20,00,00,106.47,106.57,106.47,106.57,106.47,106.57,106.47,106.57,2,True
2004,01,25,20,00,00,106.52,106.62,106.52,106.62,106.52,106.62,106.52,106.62,2,True
2004,01,26,20,00,00,106.31,106.34,106.31,106.34,106.31,106.34,106.31,106.34,2,True
2004,01,27,20,00,00,105.62,105.65,105.62,105.65,105.62,105.65,105.62,105.65,2,True
2004,01,28,20,00,00,106.01,106.04,106.01,106.04,106.01,106.04,106.01,106.04,2,True
