2005-07-01, USD_JPY,buy,110.74,111.79,111.79,110.62,111.22,1.93,2.39,2.57,3.10,3.28,2.35,0.02,0.02,0.02,0.03,0.03,0.02,100,91,100,91,100,92,100,94,100,94,100,94,0.03,0.03,0.02,0.02,111.50,-0.25,43251,25865,23909,16144,27052,109.85,109.10,0.76,253.21,107.95,110.58,111.24,110.59,111.79,110.59,111.79,110.00,167.10,110.85,424.8750,469.1000,416.6667,294.3889,199.0455,207.3462,136.8437,209.9762,118.9808,119.4032,58.3,50.3,43252
2005-07-03, USD_JPY,sell,111.74,111.72,111.89,111.62,111.72,1.29,1.86,2.32,2.75,3.03,3.21,0.01,0.02,0.02,0.03,0.03,0.03,92,92,93,93,93,94,95,95,95,95,95,95,0.03,0.03,0.03,0.02,111.74,1.10,-659,43251,25865,23909,16144,110.14,109.29,0.85,231.37,108.01,110.93,111.74,111.27,111.89,111.27,111.89,110.62,167.70,111.48,310.6250,359.9000,407.5833,316.0556,217.5000,222.3077,135.7812,196.6429,140.2500,120.0000,50.3,-17.0,2543
2005-07-04, USD_JPY,buy,111.72,111.65,111.74,111.33,111.55,0.91,1.22,1.79,2.60,2.69,2.96,0.01,0.01,0.02,0.02,0.02,0.03,87,93,88,94,90,94,92,95,93,96,93,96,0.02,0.03,0.03,0.03,111.59,1.42,21048,-659,43251,25865,23909,110.37,109.47,0.91,168.91,107.93,111.31,111.61,111.73,111.74,111.33,111.89,111.33,167.41,111.65,189.0000,219.0000,275.3333,260.5556,236.5455,164.7692,146.1875,145.3571,146.6346,115.3226,-17.0,21.4,38109
2005-07-05, USD_JPY,buy,111.65,111.70,112.13,111.45,111.76,-0.09,0.96,1.27,2.48,2.65,2.74,-0.00,0.01,0.01,0.02,0.02,0.03,71,83,79,87,82,88,86,91,86,91,88,92,0.03,0.02,0.03,0.03,111.74,-0.11,-11757,21048,-659,43251,25865,110.58,109.63,0.95,150.59,107.89,111.67,111.73,111.69,112.13,111.45,112.13,111.33,167.85,111.66,84.1250,228.0000,246.5000,315.1667,280.0909,202.2308,189.5000,164.1190,167.6154,114.4839,21.4,11.0,45161
2005-07-06, USD_JPY,buy,111.70,112.27,112.30,111.46,111.87,0.55,0.48,1.53,2.87,3.05,3.22,0.00,0.00,0.01,0.03,0.03,0.03,96,85,98,89,98,90,99,92,99,93,99,93,0.03,0.03,0.03,0.03,112.07,-0.46,41329,-11757,21048,-659,43251,110.84,109.83,1.01,139.28,107.73,112.10,111.93,111.68,112.30,111.46,112.30,111.45,168.03,111.83,102.6250,102.1000,219.0000,317.3333,263.9091,243.0769,206.2812,124.4762,203.9615,111.6129,11.0,13.4,44496
2005-07-07, USD_JPY,buy,112.27,112.16,112.34,111.49,112.01,0.51,0.44,0.37,2.30,2.76,2.94,0.00,0.00,0.00,0.02,0.03,0.03,82,83,82,86,89,90,93,93,94,93,94,94,0.03,0.03,0.03,0.02,112.04,0.67,26985,41329,-11757,21048,-659,111.04,110.00,1.04,117.61,107.64,112.46,112.07,111.99,112.34,111.49,112.34,111.46,168.09,111.90,149.5000,90.1000,91.7500,250.0000,277.3182,253.4615,171.2500,130.4762,190.7692,117.5484,13.4,25.1,46893
2005-07-08, USD_JPY,sell,112.16,112.18,112.60,111.79,112.26,0.48,0.53,0.46,1.75,2.32,2.78,0.00,0.00,0.00,0.02,0.02,0.03,63,80,67,82,67,85,85,92,87,93,87,93,0.03,0.03,0.03,0.03,112.19,0.29,-1265,26985,41329,-11757,21048,111.22,110.16,1.05,111.51,107.63,112.77,112.18,112.22,112.60,111.79,112.60,111.49,168.49,112.05,117.7500,171.0000,117.9167,216.6667,286.6364,246.1538,193.7500,137.1429,186.0385,140.4516,25.1,-6.5,41004
2005-07-10, USD_JPY,sell,112.19,112.21,112.26,112.07,112.19,-0.06,0.51,0.56,1.47,1.78,2.35,-0.00,0.00,0.01,0.01,0.02,0.02,66,70,66,71,69,75,85,88,86,89,87,90,0.03,0.03,0.03,0.03,112.19,-0.80,946,-1265,26985,41329,-11757,111.37,110.31,1.06,98.56,107.74,113.00,112.18,112.17,112.26,112.07,112.60,111.79,168.29,112.18,-10.1250,26.7000,86.2500,141.5000,197.2273,228.4615,194.9687,136.0238,137.3077,139.6774,-6.5,-28.1,1999
2005-07-11, USD_JPY,sell,112.21,111.76,112.25,111.66,111.91,-0.40,-0.51,0.06,-0.03,1.02,1.33,-0.00,-0.00,0.00,-0.00,0.01,0.01,23,51,26,53,26,54,57,76,67,80,70,82,0.02,0.02,0.02,0.03,111.86,-0.29,-27306,946,-1265,26985,41329,111.43,110.42,1.01,74.90,107.95,113.11,111.97,112.20,112.25,111.66,112.26,111.66,168.08,112.06,-22.6250,-10.1000,20.5833,51.1111,145.6818,215.8077,200.2812,150.2619,137.3077,144.5645,-28.1,-78.0,41221
2005-07-12, USD_JPY,buy,111.76,111.09,111.80,110.76,111.13,-1.09,-1.07,-1.18,-0.63,-0.70,0.35,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,18,36,18,36,18,38,18,53,23,59,41,66,0.01,0.02,0.02,0.02,111.18,0.43,-17639,-27306,946,-1265,26985,111.38,110.47,0.91,34.72,108.20,113.08,111.35,111.98,111.98,110.76,112.25,110.76,167.18,111.62,-200.0000,-108.6000,-83.8333,-10.2778,73.7273,131.3077,150.0000,133.2143,81.1923,154.8387,-78.0,49.5,49051
