Date,Currency_pair,Prediction_action,Day Open,Day Close,Day High,Day Low,Day Average,Momentum_3day,Momentum_4day,Momentum_5day,Momentum_8day,Momentum_9day,Momentum_10day,Roc_3day,Roc_4day,Roc_5day,Roc_8day,Roc_9day,Roc_10day,Fast_k_3day,Fast_d_3day,Fast_k_4day,Fast_d_4day,Fast_k_5day,Fast_d_5day,Fast_k_8day,Fast_d_8day,Fast_k_9day,Fast_d_9day,Fast_k_10day,Fast_d_10day,PROC_12day,PROC_13day,PROC_14day,PROC_15day,Weighted_Close_Price,WILLIAM_A_D,ADOSC_1day,ADOSC_2day,ADOSC_3day,ADOSC_4day,ADOSC_5day,EMA_12Day,EMA_26Day,MACD,CCI,BOLLINGER_BANDS_LOW,BOLLINGER_BANDS_HIGH,HEIKIN_ASHI_XCLOSE,HEIKIN_ASHI_XOPEN,HEIKIN_ASHI_XHIGH,HEIKIN_ASHI_XLOW,2DAY_HIGH,2DAY_LOW,1DAY_HIGH_LOW_AVG,2DAY_HIGH_LOW_AVG,High_slope_3day,High_slope_4day,High_slope_5day,High_slope_8day,High_slope_10day,High_slope_12day,High_slope_15day,High_slope_20day,High_slope_25day,High_slope_30day,Pips,Prediction_Pips,Volume
'2013-07-18', ' EUR_USD', 'buy', ' 1.311655', ' 1.310885', ' 1.312595', ' 1.30663', ' 1.3097378964336737', 0.0050600000000000644, 0.004785000000000261, 0.004124999999999934, 0.03322500000000006, 0.02481500000000003, 0.029590000000000005, 0.003874944958168257, 0.0036635785927572636, 0.0031566622792249025, 0.026004570856096348, 0.019295217212126892, 0.023093823046214965, 134.43706297774347, 69.39682123296542, 212.41497291353662, 131.2409575408382, 108.3611245806595, 151.7377201573132, 246.94417490977466, 132.5408704562994, 423.2298898091161, 249.30131215260664, 1344.4088303010742, 671.5276316733216, 0.016777130978743567, 0.006739061984010721, 0.010323778988662762, 0.0031144423655988167, 1.31024875, 0.010834999999999928, 33150, -30651, 49174, 36187, -2122, 0.20179384615384613, 0.09715999999999998, 0.10463384615384615, 86.37363312716066, 1.2828821500000003, 1.3178363499999999, 1.31044125, 1.3132275, 1.3132275, 1.30663, 1.317875, 1.30663, 1.96591, 1.3113537499999999, 0.001167499999999988, 0.0008939999999999948, 0.0004258333333333475, 0.002528888888888877, 0.002661363636363631, 0.0008069230769230684, 0.0003431249999999997, -0.00011833333333333669, -0.0011219230769230824, -0.0008524193548387143, -7.699999999999374, 33.700000000000955, ' 77699.'
'2013-07-19', ' EUR_USD', 'buy', ' 1.310895', ' 1.314265', ' 1.31548', ' 1.30894', ' 1.3127101969614676', -0.000520000000000076, 0.008440000000000003, 0.0081650000000002, 0.0025999999999999357, 0.036605, 0.02819499999999997, -0.00039550192617049623, 0.006463346926272665, 0.0062514355715490395, 0.0019822134462686245, 0.028650032089914373, 0.02192337897626099, 74.16169429395077, 88.13134611461983, 173.76179451082498, 103.38711050172238, 350.0875728076392, 199.33702053747163, 85.37172649394874, 108.0111741393809, 270.5391236361358, 150.9210215845816, 471.4116691137566, 275.77417308128037, 0.02436866718628223, 0.019398800082218007, 0.009334848822296226, 0.01292880869987436, 1.3132375, 0.0030400000000001537, 41653, 33150, -30651, 49174, 36187, 0.2016746153846154, 0.09710259259259259, 0.10457202279202281, 102.87172708737108, 1.2827183, 1.3192602, 1.312395, 1.31127, 1.31548, 1.30894, 1.31548, 1.30663, 1.9699499999999999, 1.31091125, -0.0004962499999999759, 0.0015109999999999956, 0.0012258333333333333, -0.00058388888888889, 0.0024790909090909004, 0.0019173076923076988, 0.00047906250000000206, 0.00032142857142856247, -0.0005603846153846143, -0.0007041935483870973, 33.700000000000955, 19.3500000000002, ' 66282.'
'2013-07-21', ' EUR_USD', 'buy', ' 1.313885', ' 1.31582', ' 1.31607', ' 1.313605', ' 1.3150582916666664', 0.004160000000000164, 0.0010349999999998971, 0.009994999999999976, 0.007130000000000081, 0.004154999999999909, 0.03815999999999997, 0.003171553603830386, 0.0007872009492045446, 0.0076541649914804635, 0.005448196287891007, 0.003167729565094676, 0.029867100793638347, 78.50336293553504, 112.58777659549317, 86.71710361644304, 106.42775505463489, 191.8534979232338, 119.02465482507063, 107.84930799640867, 226.1574245511065, 88.8874318620125, 117.9781968162398, 281.3941962010741, 159.37697868649843, 0.02694539508856268, 0.025580670303975116, 0.02060492299816557, 0.010529064364761895, 1.31532875, -0.0014650000000000496, 2678, 41653, 33150, -30651, 49174, 0.2021946153846154, 0.09735296296296296, 0.10484165242165243, 110.72542107637419, 1.2823571999999999, 1.3208387999999998, 1.314845, 1.31258, 1.31607, 1.31258, 1.31607, 1.30894, 1.9728725, 1.3135237499999999, -0.00045124999999995863, -0.0002789999999999626, 0.0013575000000000115, 0.00015111111111113887, 0.002385000000000001, 0.0025192307692307736, 0.0007990625000000029, 0.0004926190476190499, -0.0003603846153846107, -0.0006356451612903181, 19.3500000000002, 32.600000000000406, ' 3360.'
'2013-07-22', ' EUR_USD', 'buy', ' 1.315825', ' 1.319085', ' 1.32183', ' 1.314405', ' 1.3177846339732693', 0.008199999999999985, 0.007425000000000237, 0.0042999999999999705, 0.01232499999999992, 0.010395000000000154, 0.007419999999999982, 0.0062553160651010456, 0.0056607657472212605, 0.0032704966971786034, 0.009431724264593282, 0.007943057561378291, 0.005656932219735971, 208.7978407738363, 195.4070493005373, 112.65572535852297, 158.857839475556, 113.07942608457094, 144.84433073897674, 189.50826810224902, 321.9207046549371, 130.93966803629604, 288.9538413932639, 96.26928268305988, 138.90573960720164, 0.02567123095943457, 0.0294935982736216, 0.02812548713951687, 0.023137393300782252, 1.31860125, -0.002995000000000081, 16710, 2678, 41653, 33150, -30651, 0.20243384615384616, 0.09746814814814814, 0.10496569800569802, 122.16319388820915, 1.2820349499999997, 1.32296855, 1.31778625, 1.3148525, 1.32183, 1.314405, 1.32183, 1.313605, 1.9790325000000002, 1.3164775, 0.002308750000000026, 0.0007910000000000306, 0.000727500000000029, 0.001310000000000021, 9.954545454546074e-05, 0.002586153846153845, 0.0012328124999999995, 0.0005469047619047709, 0.0004005769230769255, -0.0005272580645161308, 32.600000000000406, 30.399999999999316, ' 64121.'
'2013-07-23', ' EUR_USD', 'sell', ' 1.31909', ' 1.32213', ' 1.323895', ' 1.316375', ' 1.319847142662826', 0.007865000000000011, 0.01124499999999995, 0.010470000000000201, 0.01603000000000021, 0.015369999999999884, 0.013440000000000119, 0.005984333448733711, 0.008578174286836717, 0.007982251498101797, 0.012273179695276176, 0.011761914965257494, 0.010269811796529445, 201.67887341172235, 217.18187723990874, 259.84476370890803, 269.1171308623074, 144.50685662283988, 202.01016458115677, 670.4411225612303, 357.7913209719488, 219.64156712947312, 385.11670316655403, 152.47416920672626, 347.5189529658099, 0.03480581688399105, 0.028038909235111605, 0.03187010017209148, 0.03049883086515987, 1.3211325, -0.004510000000000014, 33155, 16710, 2678, 41653, 33150, 0.20293615384615388, 0.09771, 0.10522615384615387, 124.08419312977627, 1.2819487, 1.3251878000000001, 1.3203725, 1.317455, 1.323895, 1.316375, 1.323895, 1.314405, 1.9820825000000002, 1.31912625, 0.0021037500000000153, 0.0022600000000000176, 0.001003333333333356, 0.001752222222222229, 0.0008350000000000201, 0.002619999999999998, 0.002083750000000009, 0.0010502380952381028, 0.00036480769230769097, -0.0005716129032258051, 30.399999999999316, -30.650000000000954, ' 62490.'
'2013-07-24', ' EUR_USD', 'buy', ' 1.322125', ' 1.31906', ' 1.32564', ' 1.317675', ' 1.3219500981063328', 0.0032399999999999096, 0.004794999999999883, 0.008174999999999821, 0.013234999999999886, 0.012960000000000083, 0.012299999999999756, 0.0024623428736452626, 0.0036484270676004327, 0.006236244979536588, 0.010135355043746203, 0.009922670545900071, 0.0094125929780524, 221.28919719279668, 106.56208932737836, 154.7376951422749, 146.23988356058615, 208.37873631623853, 194.80187621710334, 229.5493944224003, 151.6070622897959, 545.3952995804847, 295.94075487736967, 189.26086827443766, 321.4018540924409, 0.005637872475060185, 0.03240298671007927, 0.025651791893131673, 0.02947408676378182, 1.32035875, 0.0009199999999998099, -56209, 33155, 16710, 2678, 41653, 0.2034046153846154, 0.09793555555555555, 0.10546905982905985, 111.0671026774947, 1.2817037999999998, 1.3266572, 1.3211249999999999, 1.32061, 1.32564, 1.317675, 1.32564, 1.316375, 1.9844775, 1.3208962499999999, 0.002392499999999964, 0.0020319999999999895, 0.0021741666666666624, 0.001968333333333325, 0.0014181818181818234, 0.0003773076923076875, 0.0026449999999999946, 0.0008826190476190461, 0.00040615384615384244, -0.0005201612903225861, -30.650000000000954, 83.34999999999759, ' 86182.'
'2013-07-25', ' EUR_USD', 'hold', ' 1.3190650000000002', ' 1.3274', ' 1.3296000000000001', ' 1.31661', ' 1.3227922693103447', 0.00831499999999985, 0.011579999999999924, 0.013134999999999897, 0.01261499999999982, 0.0215749999999999, 0.021300000000000097, 0.00630361197345118, 0.008800595826176774, 0.009994179256086023, 0.009594724612769251, 0.016522122030134128, 0.016308092795344998, 175.01447791948715, 147.90557031957715, 559.6121861181737, 293.744585676148, 282.25868105992186, 338.9617816991942, 180.21655053249577, 242.68011230568104, 326.5814242998873, 235.47659261566528, 885.096330088425, 463.96476830693604, 0.014296739487579186, 0.01199620329886048, 0.03893054490239962, 0.03213666441173487, 1.3252525, 0.0004849999999996246, 57530, -56209, 33155, 16710, 2678, 0.2029323076923077, 0.09770814814814814, 0.10522415954415955, 120.86629456865062, 1.2827428, 1.3286092, 1.32316875, 1.3205925, 1.3296000000000001, 1.31661, 1.3296000000000001, 1.31661, 1.987905, 1.3223812499999998, 0.0019425000000000137, 0.0027060000000000083, 0.0023533333333333553, 0.0013483333333333587, 0.0019522727272727393, 0.001145384615384638, 0.0025868750000000024, 0.0010373809523809602, 0.0008026923076923056, -1.4516129032252884e-05, 83.34999999999759, 5.199999999998539, ' 87000.'
'2013-07-26', ' EUR_USD', 'hold', ' 1.327395', ' 1.327915', ' 1.3296999999999999', ' 1.32527', ' 1.3275808721999391', 0.005784999999999929, 0.008829999999999893, 0.012094999999999967, 0.01625500000000013, 0.013129999999999864, 0.022089999999999943, 0.004375515267031176, 0.006694034122137613, 0.00919198674590747, 0.0123926932284282, 0.009986423635803468, 0.01691650872054061, 153.45540617810838, 123.01468878684754, 181.95041144226857, 154.65555477135953, 580.5038335158455, 305.3032170454075, 205.0187759542268, 283.99249651412896, 184.37477291261422, 248.73969468774445, 332.5732103175024, 240.65558639478115, 0.016188894670788677, 0.014690262781865873, 0.012388834039179116, 0.03933362553417962, 1.3276999999999999, -0.003985000000000127, 13406, 57530, -56209, 33155, 16710, 0.2042153846153846, 0.09832592592592591, 0.10588945868945869, 125.37978779233794, 1.2830132500000004, 1.3309192500000002, 1.32757, 1.3232325, 1.3296999999999999, 1.3232325, 1.3296999999999999, 1.31661, 1.9923349999999997, 1.325295, 0.0014512499999999595, 0.0015739999999999643, 0.002271666666666635, 0.0013138888888888861, 0.0019795454545454435, 0.0015123076923076932, 0.0024915624999999886, 0.0012578571428571359, 0.0009221153846153791, 0.00013741935483870744, 5.199999999998539, -0.10000000000065512, ' 69061.'
'2013-07-28', ' EUR_USD', 'sell', ' 1.3285900000000002', ' 1.32858', ' 1.329415', ' 1.327575', ' 1.3285552411575563', 0.009520000000000195, 0.006450000000000067, 0.009495000000000031, 0.017695000000000016, 0.016920000000000268, 0.013795000000000002, 0.007217260776613797, 0.004878491525039192, 0.007198171459761904, 0.01349851436243455, 0.012899684369425209, 0.010492209752925384, 136.90976886668298, 101.25767062140056, 162.2983736918401, 130.45174639788425, 190.90651977751168, 163.37155411201158, 367.97371376842204, 425.2517863872425, 211.9747701383895, 293.41656751420476, 189.74412802480663, 256.56420397720603, 0.017211545823444054, 0.016697786892772924, 0.015198404511381753, 0.012895823247551785, 1.3285375, -0.0029049999999997134, 316, 13406, 57530, -56209, 33155, 0.20429461538461538, 0.09836407407407406, 0.10593054131054132, 119.24327240877369, 1.2857205000000005, 1.3321445, 1.32854, 1.327655, 1.329415, 1.327575, 1.3296999999999999, 1.32527, 1.9932025, 1.32799, 0.000943750000000021, 0.0011039999999999939, 0.0012641666666666589, 0.0018688888888888952, 0.0010863636363636479, 0.00163769230769231, 0.0005425000000000013, 0.0013004761904761878, 0.0007334615384615439, 0.0005806451612903231, -0.10000000000065512, -22.450000000000525, ' 3421.'
'2013-07-29', ' EUR_USD', 'hold', ' 1.32858', ' 1.326335', ' 1.329525', ' 1.323915', ' 1.3269107297327094', -0.0010649999999998716, 0.0072750000000001425, 0.004205000000000014, 0.012070000000000025, 0.015449999999999964, 0.014675000000000216, -0.0008023203254481481, 0.005515291192212744, 0.003180473932215451, 0.009183840397484544, 0.011785930878757452, 0.011188112773127349, 74.86470465970194, 10.505717357411195, 108.7243098015105, 69.20970128323877, 132.44504727330764, 105.34468724484003, 265.9745263833898, 314.3516112534397, 330.33813347638915, 370.9072434952295, 188.49175217832578, 261.6014706793682, 0.01570654567036167, 0.015492688155577848, 0.01497979736141288, 0.013482948597452516, 1.3265275, 0.001300000000000301, -8714, 316, 13406, 57530, -56209, 0.20439692307692311, 0.09841333333333334, 0.10598358974358978, 101.39422111765133, 1.2899974500000004, 1.33220105, 1.3270887500000002, 1.3285850000000001, 1.329525, 1.323915, 1.329525, 1.323915, 1.9914825, 1.3276075, -1.8750000000011813e-05, 0.0007770000000000277, 0.0009383333333333373, 0.001560555555555565, 0.0010590909090909236, 0.0016615384615384665, 0.0009259375000000153, 0.0018557142857142939, 0.0010648076923076993, 0.00048758064516129, -22.450000000000525, 2.549999999998942, ' 63489.'
'2013-07-30', ' EUR_USD', 'buy', ' 1.326335', ' 1.32659', ' 1.330225', ' 1.32344', ' 1.3265020866259134', -0.0013250000000000206, -0.0008099999999999774, 0.007530000000000037, 0.010769999999999946, 0.01232499999999992, 0.015704999999999858, -0.0009978048293753897, -0.0006102154587916057, 0.00570861067730053, 0.00818501010776546, 0.00937786519461442, 0.011980455951513563, 29.79616712941034, 7.982775719983699, 76.82773804666503, 17.69806856774058, 111.92577619866677, 72.84989379158073, 526.753478560674, 275.5649907070234, 269.87354933410757, 320.24418727566086, 334.6129989438565, 377.08000894621273, 0.008978654304696085, 0.015901824517067696, 0.015687925886226264, 0.015174936484128524, 1.32671125, -0.001214999999999966, -4794, -8714, 316, 13406, 57530, 0.20405153846153848, 0.09824703703703704, 0.10580450142450144, 97.89944740435378, 1.2943718000000002, 1.3323562000000002, 1.3266475, 1.3274575, 1.330225, 1.32344, 1.330225, 1.32344, 1.9919449999999999, 1.32677625, 0.00013125000000002718, 0.00012499999999997512, 0.0007641666666666769, 0.0015727777777777687, 0.0016027272727272758, 0.0009815384615384697, 0.0012615625000000075, 0.002233571428571427, 0.0008892307692307704, 0.000488548387096773, 2.549999999998942, 34.65000000000052, ' 67070.'
'2013-07-31', ' EUR_USD', 'sell', ' 1.3265799999999999', ' 1.330045', ' 1.33452', ' 1.32084', ' 1.3277712173020577', 0.0014649999999998276, 0.0021299999999999653, 0.0026450000000000085, 0.010959999999999859, 0.014224999999999932, 0.015779999999999905, 0.0011026810579715391, 0.0016040183294864245, 0.0019926171463010463, 0.008308789805054154, 0.010810749190618725, 0.012006710975335951, 134.23183522634022, 113.61490138773674, 107.7853773052537, 117.09480900658214, 103.42491589748967, 115.14737614302787, 210.63689377920628, 182.57296619329148, 666.9100645003828, 353.10881863088383, 322.7014877448351, 400.0828153414747, 0.014016589665004726, 0.011606460371847737, 0.0185476614400857, 0.018333205726973514, 1.3288625, -0.008110000000000062, 39415, -4794, -8714, 316, 13406, 0.20409076923076924, 0.09826592592592591, 0.10582484330484333, 101.24587952102851, 1.29809625, 1.33302925, 1.32799625, 1.3264624999999999, 1.33452, 1.32084, 1.33452, 1.32084, 1.99494, 1.32725625, 0.0012762499999999788, 0.0009640000000000093, 0.0008199999999999689, 0.0014099999999999853, 0.001730909090909086, 0.001280384615384617, 0.0016496874999999966, 0.0022052380952380882, 0.0010271153846153837, 0.0008319354838709599, 34.65000000000052, -88.69999999999933, ' 113998.'
'2013-08-01', ' EUR_USD', 'buy', ' 1.33005', ' 1.32118', ' 1.3311', ' 1.31938', ' 1.323970966187423', -0.005155000000000021, -0.007400000000000073, -0.0067349999999999355, -0.0009500000000000064, 0.002094999999999958, 0.005360000000000031, -0.003886650054473433, -0.005569856538560021, -0.005071860774221193, -0.0007185375114398784, 0.0015882221388310517, 0.0040735054946725475, -48.75135915580606, -26.524758546774265, -347.5354600293303, -143.19836587292056, -92.32297239339943, -162.8699305261786, 63.895426922513884, 47.69351132771728, 91.24456236279595, 66.3814862611656, 307.28976512107477, 154.14325146879486, 0.007853473035392076, 0.007257978439534785, 0.004863913111269088, 0.011758849769302937, 1.32321, -0.002674999999999983, -69584, 39415, -4794, -8714, 316, 0.2046223076923077, 0.09852185185185185, 0.10610045584045584, 60.2011986301376, 1.3035522499999996, 1.3319252499999998, 1.3254275, 1.3283125, 1.3311, 1.31938, 1.33452, 1.31938, 1.99079, 1.32646, 0.0003937499999999705, 0.0003369999999999873, 0.00023333333333334463, 0.0008005555555555451, 0.0013663636363636252, 0.001423461538461538, 0.0014484374999999966, 0.0019649999999999945, 0.0010698076923076894, 0.0008185483870967717, -88.69999999999933, 69.14999999999782, ' 100436.'
'2013-08-02', ' EUR_USD', 'hold', ' 1.32119', ' 1.3281049999999999', ' 1.32943', ' 1.31891', ' 1.3248835403186812', 0.001514999999999933, 0.0017699999999998273, -0.00047500000000022524, 0.00904499999999997, 0.0059749999999998415, 0.009019999999999806, 0.0011420257954604914, 0.0013345044803913244, -0.00035752457511043764, 0.00685715585341074, 0.004519222769319085, 0.006838073361458742, 68.75359243047104, 65.43489555658122, 74.6867257268111, 65.51555169975428, 28.80278245746976, 57.41436687158397, 130.94625302883756, 94.4769198705615, 155.9819683248872, 125.13956238999947, 184.5092995380506, 157.14584029725845, 0.01053060075403351, 0.01313616373671206, 0.012537547840141534, 0.010130933954981061, 1.3261375, -0.0011950000000000571, 64977, -69584, 39415, -4794, -8714, 0.20325846153846155, 0.09786518518518518, 0.10539327635327637, 67.4740160195498, 1.3041094000000002, 1.3330121, 1.32440875, 1.325615, 1.32943, 1.31891, 1.3311, 1.31891, 1.9888849999999998, 1.324705, -0.0001987500000000253, -1.9000000000035654e-05, 2.4999999999793707e-06, 0.0004211111111111067, 0.0006909090909090754, 0.001073076923076916, 0.0007478125000000002, 0.00041404761904761413, 0.0010509615384615317, 0.0006156451612903232, 69.14999999999782, -5.850000000000577, ' 86858.'
'2013-08-04', ' EUR_USD', 'sell', ' 1.32829', ' 1.327705', ' 1.3288000000000002', ' 1.327395', ' 1.3279288044117645', -0.0023400000000000087, 0.0011149999999999771, 0.0013699999999998713, 0.0003049999999999997, 0.008645000000000014, 0.005574999999999886, -0.0017593389697341134, 0.0008405008329626917, 0.00103292154696956, 0.0002297724875696849, 0.006553909602292553, 0.0042166806592391715, 50.18238170773563, 68.27202191493573, 62.85832191124578, 61.357506917882354, 67.55672804406129, 60.1991438876809, 85.41119775829137, 49.14697680115406, 125.9243449548654, 88.76681397512141, 150.66289012114046, 120.66614427809907, 0.009032390448541535, 0.010226248131084597, 0.012831026367682775, 0.012232590762850196, 1.32790125, 0.005799999999999805, -1899, 64977, -69584, 39415, -4794, 0.20432384615384613, 0.09837814814814813, 0.105945698005698, 82.46807768718712, 1.3053375000000003, 1.3336855, 1.3280475, 1.3246475, 1.3288000000000002, 1.3246475, 1.32943, 1.31891, 1.9924975000000003, 1.3261337500000001, -0.0014299999999999313, -0.0002849999999999575, -0.00012083333333331077, -8.88888888888791e-05, 0.00044590909090910536, 0.0009792307692307793, 0.0006828125000000185, 0.000670952380952399, 0.0014709615384615503, 0.0008696774193548489, -5.850000000000577, -19.700000000000273, ' 3400.'
'2013-08-05', ' EUR_USD', 'buy', ' 1.32772', ' 1.32575', ' 1.3300450000000001', ' 1.323275', ' 1.326456213475796', 0.004569999999999963, -0.004294999999999938, -0.0008399999999999519, -0.0021649999999999725, -0.0016499999999999293, 0.006690000000000085, 0.003459029049788797, -0.0032292140491486663, -0.0006332024212454126, -0.0016303754381869115, -0.00124303149013103, 0.005071793549952303, 54.3510720898287, 0.7653158506756673, 35.891550500361845, 51.75367198382361, 34.04518724853016, 41.42926994624023, 10.834969865241035, -18.54518606315315, 70.36127512490194, -5.994382478058824, 101.37976924332469, 60.85867141115589, 0.005052744895135583, 0.007546624918301891, 0.008738724686421664, 0.011339667476552028, 1.326205, 0.011269999999999891, -17259, -1899, 64977, -69584, 39415, 0.2042623076923077, 0.0983485185185185, 0.10591378917378919, 62.54245176739102, 1.3071282, 1.3337937999999998, 1.3266975, 1.3279975, 1.3300450000000001, 1.323275, 1.3300450000000001, 1.323275, 1.9916825, 1.32737875, -0.0002637499999999515, -0.0008949999999999569, -2.999999999997449e-05, 3.833333333336242e-05, 0.00040045454545456494, 0.0006319230769230833, 0.0010906250000000117, 0.0009526190476190606, 0.0017971153846153896, 0.0007400000000000058, -19.700000000000273, 49.650000000001086, ' 64204.'
'2013-08-06', ' EUR_USD', 'buy', ' 1.32575', ' 1.330715', ' 1.3323', ' 1.32462', ' 1.3286678175645026', 0.0026100000000002233, 0.009535000000000071, 0.0006700000000001705, 0.002134999999999998, 0.0028000000000001357, 0.003315000000000179, 0.0019652060642797245, 0.007217033258148073, 0.000503742354582116, 0.0016069788797061508, 0.002108568696038629, 0.0024973632665362205, 112.2137622265969, 152.7969522577387, 96.71419185843244, 148.40335641231937, 72.18514484543344, 93.70436631015427, 170.6428998424017, 133.02436433919596, 122.90918940882203, 138.25401661932884, 108.58268989461185, 134.0449263819452, 0.0064933100375909065, 0.008816717648976395, 0.011319937377452922, 0.01251650161877557, 1.3295875000000001, 0.0008900000000000574, 42720, -17259, -1899, 64977, -69584, 0.20396153846153847, 0.0982037037037037, 0.10575783475783478, 85.63336558887205, 1.3091595999999999, 1.3342238999999998, 1.32834625, 1.326735, 1.3323, 1.32462, 1.3323, 1.323275, 1.99461, 1.32756, 0.0007175000000000376, 0.00024000000000001798, -0.00036999999999998145, 0.0003205555555555585, 0.0002454545454545386, 0.0006465384615384612, 0.0010512500000000036, 0.0011511904761904788, 0.0016957692307692294, 0.0007898387096774223, 49.650000000001086, 32.90000000000015, ' 72749.'
'2013-08-07', ' EUR_USD', 'buy', ' 1.330695', ' 1.333985', ' 1.3345500000000001', ' 1.3265850000000001', ' 1.3307176431162084', 0.006280000000000063, 0.005880000000000107, 0.012804999999999955, 0.007649999999999935, 0.005404999999999882, 0.00607000000000002, 0.004729966370541697, 0.004427360788491955, 0.009692093431629268, 0.00576777360169183, 0.004068253323096752, 0.004571075708912107, 469.0057647142126, 249.71329215936692, 143.29711694755892, 256.83282566669783, 124.61497768790402, 245.63928644989187, 179.49769166324694, 143.66674653724303, 348.3506331177547, 227.75413128136506, 196.72242161576844, 241.5235821322567, 0.011314875744848664, 0.008966591787494383, 0.011295708767820052, 0.013805079722150436, 1.33227625, -0.0021500000000000963, 70032, 42720, -17259, -1899, 64977, 0.20472538461538464, 0.09857148148148148, 0.10615390313390316, 107.6361443384681, 1.3112942000000005, 1.3349053000000002, 1.33145375, 1.3282325, 1.3345500000000001, 1.3265850000000001, 1.3345500000000001, 1.32462, 1.9978425000000002, 1.32951375, 0.0014374999999999805, 0.001024000000000047, 0.0005750000000000292, 0.0005583333333333397, 0.000440909090909113, 0.0006853846153846304, 0.0011550000000000032, 0.0012678571428571487, 0.0017198076923076945, 0.0010085483870967773, 32.90000000000015, 39.54999999999931, ' 81612.'
'2013-08-08', ' EUR_USD', 'sell', ' 1.33398', ' 1.3379349999999999', ' 1.340065', ' 1.332825', ' 1.3363816730700815', 0.01218499999999989, 0.010229999999999961, 0.009830000000000005, 0.011344999999999938, 0.011599999999999833, 0.00935499999999978, 0.009191023948708195, 0.007705024836089314, 0.00740152322293795, 0.008552001748844736, 0.008745905069232006, 0.007041352421382062, 216.54037606533933, 177.46905202465481, 750.1245462955674, 380.01168692351985, 180.8442885523911, 382.50307030443264, 213.629865440448, 165.63672135261663, 249.90641878040736, 196.16627368147212, 563.0128797347734, 342.18305465187626, 0.007936567726382373, 0.014309432474641014, 0.01195419512453378, 0.014290208743181683, 1.3371899999999999, -0.002695000000000336, 28924, 70032, 42720, -17259, -1899, 0.20522846153846155, 0.0988137037037037, 0.10641475783475786, 158.7698647737166, 1.31226265, 1.33625185, 1.3362012499999998, 1.3323399999999999, 1.340065, 1.3323399999999999, 1.340065, 1.3265850000000001, 2.0064775, 1.3335062500000001, 0.0025049999999999795, 0.0022529999999999716, 0.0017725000000000286, 0.0010933333333333411, 0.0009681818181818226, 0.0008049999999999959, 0.0011396875, 0.0010761904761904845, 0.0007434615384615411, 0.001224516129032258, 39.54999999999931, -37.4500000000011, ' 70275.'
'2013-08-09', ' EUR_USD', 'buy', ' 1.3379050000000001', ' 1.33416', ' 1.339045', ' 1.333265', ' 1.336501212177541', 0.0034449999999999203, 0.008410000000000029, 0.0064550000000000995, 0.004115000000000091, 0.007570000000000077, 0.007824999999999971, 0.0025888338224187147, 0.0063435791061663424, 0.004861772758255863, 0.0030938802822461577, 0.005706359915271544, 0.005899716135063894, 124.21713258941864, 79.25282952589392, 160.78049068698792, 126.70000247575443, 481.4603942779464, 255.48600585145098, 97.36770930037122, 122.81214918109134, 157.99324991525546, 127.15636607489337, 182.61706564945098, 145.99267495502588, 0.0047028612524145415, 0.00509266234744621, 0.011447545979712913, 0.009098953960654388, 1.3351575, -0.0007950000000001012, -33422, 28924, 70032, 42720, -17259, 0.20583615384615384, 0.09910629629629628, 0.10672985754985756, 134.64382509568642, 1.3143321000000001, 1.3364324, 1.33609375, 1.3359575, 1.339045, 1.333265, 1.340065, 1.332825, 2.0056775, 1.3363, 0.0016862500000000002, 0.0017999999999999794, 0.001707499999999973, 0.0005027777777777902, 0.000865454545454543, 0.000718846153846166, 0.0009468749999999998, 0.0010080952380952443, 0.0009359615384615469, 0.0015641935483871013, -37.4500000000011, 17.35000000000042, ' 48417.'
'2013-08-11', ' EUR_USD', 'sell', ' 1.332115', ' 1.33385', ' 1.334435', ' 1.332025', ' 1.333628898585615', -0.00013499999999999623, 0.003134999999999888, 0.008099999999999996, 0.012669999999999959, 0.0038050000000000583, 0.007260000000000044, -0.00010120053823693387, 0.002355876352186522, 0.006109749198566846, 0.00958991204832041, 0.0028608054614693928, 0.0054726780693356986, 91.21040539352745, 38.4962001928537, 120.18072681345183, 75.1827984094029, 156.20153321220874, 122.53088847306269, 123.46311038301756, 241.62495906301956, 95.1016439938308, 120.1928711868993, 153.4244152628549, 123.99638987990109, 0.003966641075433836, 0.004469412575353109, 0.004859123097785195, 0.011212530135096268, 1.33354, 0.0031600000000000517, 1709, -33422, 28924, 70032, 42720, 0.20525538461538462, 0.09882666666666666, 0.10642871794871796, 106.00839471429664, 1.3168067, 1.3362543, 1.33310625, 1.3360325, 1.3360325, 1.332025, 1.339045, 1.332025, 2.0004475, 1.3346924999999998, -2.8750000000021814e-05, 0.0004269999999999996, 0.000731666666666649, 0.0003705555555555653, 0.000382727272727277, 0.000386153846153848, 0.0005496875000000068, 0.0010400000000000038, 0.0009382692307692372, 0.0016488709677419363, 17.35000000000042, -46.74999999999763, ' 3323.'
