Date,Currency_pair,Prediction_action,Day Open,Day Close,Day High,Day Low,Day Average,Momentum_3day,Momentum_4day,Momentum_5day,Momentum_8day,Momentum_9day,Momentum_10day,Roc_3day,Roc_4day,Roc_5day,Roc_8day,Roc_9day,Roc_10day,Fast_k_3day,Fast_d_3day,Fast_k_4day,Fast_d_4day,Fast_k_5day,Fast_d_5day,Fast_k_8day,Fast_d_8day,Fast_k_9day,Fast_d_9day,Fast_k_10day,Fast_d_10day,PROC_12day,PROC_13day,PROC_14day,PROC_15day,Weighted_Close_Price,WILLIAM_A_D,ADOSC_1day,ADOSC_2day,ADOSC_3day,ADOSC_4day,ADOSC_5day,EMA_12Day,EMA_26Day,MACD,CCI,BOLLINGER_BANDS_LOW,BOLLINGER_BANDS_HIGH,HEIKIN_ASHI_XCLOSE,HEIKIN_ASHI_XOPEN,HEIKIN_ASHI_XHIGH,HEIKIN_ASHI_XLOW,2DAY_HIGH,2DAY_LOW,1DAY_HIGH_LOW_AVG,2DAY_HIGH_LOW_AVG,High_slope_3day,High_slope_4day,High_slope_5day,High_slope_8day,High_slope_10day,High_slope_12day,High_slope_15day,High_slope_20day,High_slope_25day,High_slope_30day,Pips,Prediction_Pips,Volume
'2012-06-22', ' EUR_USD', 'sell', ' 1.25502', ' 1.25698', ' 1.25834', ' 1.25196', ' 1.2550493154099054', -0.010944999999999983, -0.0026700000000001722, -0.013469999999999871, -0.0004949999999999122, 0.006879999999999997, 0.009220000000000006, -0.008632214050515593, -0.0021196364069385716, -0.01060254240623391, -0.0003936459969382391, 0.00550355971522278, 0.007389241520805288, 0.494893319559298, -13.77726007025033, 7.385654245872143, -18.930400980087345, -62.61368726062756, -18.244379898398705, 70.21536615172954, 22.623285393192543, 146.64957679472138, 81.91002455249046, 60.84062390768041, 92.56852228471045, 0.004731987274791095, 0.0045312512486914225, 0.0001591368417702207, -0.0005009502150906326, 1.256065, -0.011085000000000234, 21636, -40002, -9021, 16703, -26327, 0.19307692307692306, 0.09296296296296296, 0.10011396011396011, -0.3471590469411126, 1.2424372, 1.2698223, 1.2555749999999999, 1.26156, 1.26156, 1.25196, 1.2699150000000001, 1.25196, 1.88432, 1.25834125, -0.0036812499999999693, -0.0028880000000000017, -0.0027383333333333613, -0.00030111111111111, -0.0005790909090909079, 0.0005099999999999933, -1.3125000000002718e-05, 0.0005935714285714262, 9.230769230769922e-06, -0.0007770967741935466, 19.599999999999618, -23.900000000001143, ' 37716.'
'2012-06-24', ' EUR_USD', 'sell', ' 1.2561900000000001', ' 1.2538', ' 1.2562799999999998', ' 1.25354', ' 1.2543084311050476', -0.01429999999999998, -0.014124999999999943, -0.005850000000000133, -0.008830000000000116, -0.003674999999999873, 0.0037000000000000366, -0.011276713192965838, -0.011140248831752622, -0.00464414718374162, -0.006993339299715764, -0.0029225233106024958, 0.002959763218942514, -94.87089391363816, -20.71803957257738, -19.17711613290288, -36.72363606999584, -11.254330279423412, -41.76744677532148, -4.696520353347437, -57.200485310561625, 46.94440582213114, -10.99199562172029, 109.92944654218576, 50.725777336989815, -0.008430476250731627, 0.002190142758940568, 0.001989914569531214, -0.002371138942376536, 1.2543549999999999, -0.011095000000000077, -1187, 21636, -40002, -9021, 16703, 0.19338153846153847, 0.09310962962962963, 0.10027190883190884, -19.944516891310023, 1.2441875999999996, 1.2691659, 1.2549525, 1.256, 1.2562799999999998, 1.25354, 1.25834, 1.25196, 1.88305, 1.25503, -0.004510000000000014, -0.00335700000000001, -0.00275000000000003, -0.0008266666666667039, 0.00030363636363633424, -0.0008384615384615486, -0.00039125000000000965, 0.000618809523809507, -0.0002369230769230833, -0.0008129032258064552, -23.900000000001143, -35.35000000000066, ' 1466.'
'2012-06-25', ' EUR_USD', 'sell', ' 1.2538200000000002', ' 1.250285', ' 1.25446', ' 1.24715', ' 1.2496345165277', -0.004714999999999803, -0.017814999999999914, -0.017639999999999878, -0.013544999999999918, -0.01234500000000005, -0.007189999999999808, -0.003756972111553628, -0.014048576610677323, -0.01391249482422058, -0.010717422438144306, -0.009777211059455303, -0.005717807511083567, -17.089071941115, -54.044621309682014, -128.2513936239919, -57.19799085447587, -40.92149136101739, -62.087318975374764, -123.87371801081986, -93.18074914774537, -41.793754155628044, -96.49268020853337, 21.221944954666387, -48.14850907059384, 0.0020236263383984986, -0.011210319029467161, -0.0006194746854665229, -0.0008191415396662951, 1.250545, 0.004975000000000174, -4316, -1187, 21636, -40002, -9021, 0.1928923076923077, 0.09287407407407407, 0.10001823361823363, -72.68314491920142, 1.2457297999999999, 1.2686671999999999, 1.25142875, 1.254995, 1.254995, 1.24715, 1.2562799999999998, 1.24715, 1.878035, 1.2528575, -0.0038637500000000546, -0.003971999999999998, -0.0031008333333333304, -0.0013333333333333346, -0.0005990909090909178, -0.0007884615384615456, -0.0001693749999999994, 0.00048142857142856386, -0.00011538461538461976, -0.00046096774193548826, -35.35000000000066, -16.95000000000002, ' 30343.'
'2012-06-26', ' EUR_USD', 'sell', ' 1.250265', ' 1.24857', ' 1.25305', ' 1.24417', ' 1.2490669723219945', -0.008410000000000029, -0.006429999999999936, -0.019530000000000047, -0.0218799999999999, -0.015260000000000051, -0.014060000000000183, -0.006690639469203988, -0.005123505976095567, -0.015400993612491165, -0.01722224408674084, -0.01207440874168207, -0.01113548703895851, -53.13396341750092, -71.69634205080766, -27.31865601756023, -87.27762034403513, -144.53803857513333, -74.99688600339816, -139.48684198498927, -77.6427553047318, -147.61041369669442, -109.6693042372766, -59.89382697807964, -115.66369421992111, -0.0012239020878329985, 0.0006491633006347194, -0.012566629233032424, -0.0019903122152413804, 1.24859, 0.007535000000000069, -341, -4316, -1187, 21636, -40002, 0.1923515384615385, 0.09261370370370371, 0.09973783475783478, -97.31865185977641, 1.2451648999999998, 1.2688286, 1.24901375, 1.2520525, 1.25305, 1.24417, 1.25446, 1.24417, 1.875135, 1.2497075, -0.0013225000000000042, -0.003373000000000026, -0.0035449999999999835, -0.0024133333333333537, -0.0009700000000000163, 8.461538461525574e-06, 8.374999999999355e-05, 1.452380952380951e-05, 0.0001661538461538415, -0.00028870967741935526, -16.95000000000002, -15.400000000000968, ' 37864.'
'2012-06-27', ' EUR_USD', 'sell', ' 1.24854', ' 1.2469999999999999', ' 1.250845', ' 1.2445599999999999', ' 1.2478271328918604', -0.006800000000000139, -0.0099800000000001, -0.008000000000000007, -0.012650000000000272, -0.02344999999999997, -0.016830000000000123, -0.005423512521933434, -0.007939664911136296, -0.006374501992031879, -0.01004247211527033, -0.018458026683458598, -0.013316664424804066, -238.67742053212754, -69.6201218538728, -77.74172818607913, -106.15703474393747, -36.68334814585089, -117.70083228801919, -51.1134166857171, -90.60138118022627, -153.8377162914403, -88.7313937575198, -169.340216744404, -124.76378324052045, -0.008330185490765234, -0.0024798016158708125, -0.0006090914919536561, -0.013808265979153356, 1.24735125, 0.007229999999999848, -6954, -341, -4316, -1187, 21636, 0.19208769230769232, 0.09248666666666666, 0.09960102564102566, -111.05299218341543, 1.2452824999999998, 1.2687950000000001, 1.24773625, 1.2494174999999998, 1.250845, 1.2445599999999999, 1.25305, 1.24417, 1.873125, 1.24815625, -0.0013587499999999642, -0.001499000000000006, -0.003178333333333357, -0.0024372222222222265, -0.0014195454545454485, -0.0007850000000000015, -0.0010209374999999993, -0.00016214285714285145, 0.00030673076923077176, -0.0003043548387096729, -15.400000000000968, -28.999999999999027, ' 31108.'
'2012-06-28', ' EUR_USD', 'buy', ' 1.24702', ' 1.2441200000000001', ' 1.2524350000000002', ' 1.2407599999999999', ' 1.2443901815766165', -0.006164999999999976, -0.009679999999999911, -0.012859999999999872, -0.023804999999999854, -0.015530000000000044, -0.026329999999999742, -0.004930875760326626, -0.007720529590046188, -0.010230870817355783, -0.018774769801052787, -0.012328821498035202, -0.02072493998189598, -41.44950137480877, -16.33774741830264, -343.7830736104839, -128.59854390254185, -122.8820864876692, -169.3715538243206, -79.05920779951751, -106.57298188054216, -67.99491210485157, -111.28398869288976, -180.16288699371657, -109.07233563269521, -0.014659876606765264, -0.010620489472951578, -0.004783617310615051, -0.002917227671988095, 1.24535875, 0.00619000000000014, -18207, -6954, -341, -4316, -1187, 0.19184615384615383, 0.09237037037037035, 0.09947578347578348, -119.26631836139042, 1.24343675, 1.26929175, 1.24608375, 1.24777, 1.2524350000000002, 1.2407599999999999, 1.2524350000000002, 1.2407599999999999, 1.8728150000000001, 1.24715, -0.0005062499999999304, -0.0007689999999999309, -0.0009841666666666378, -0.0022922222222221894, -0.002030454545454545, -0.0008680769230769223, -0.0007671874999999884, -0.00029119047619047, 0.00025230769230769696, -0.00018274193548386482, -28.999999999999027, 223.2999999999996, ' 42902.'
'2012-06-29', ' EUR_USD', 'sell', ' 1.2441', ' 1.26643', ' 1.2692999999999999', ' 1.24329', ' 1.2612696246419866', 0.017859999999999987, 0.016144999999999854, 0.012629999999999919, -0.0016700000000000603, -0.001495000000000024, 0.006779999999999786, 0.014304364192636367, 0.012913055823272176, 0.01007337693412021, -0.0013169308414163396, -0.0011790918232545491, 0.005382447505259227, 250.67285278318883, 272.83610460229175, 263.744682015296, 287.46111957709127, 470.4207875625363, 328.279440787007, 25.070986980180567, 110.36070429381903, 58.954166692442655, 54.4124421931449, 62.778061089911255, 48.93440492084483, 0.002057238710902523, 0.0030095910916102127, 0.0071214139446112625, 0.013062954963602876, 1.2613625, 0.0004900000000003235, 43807, -18207, -6954, -341, -4316, 0.19140307692307695, 0.09215703703703704, 0.09924603988603992, 33.55444189768665, 1.24295425, 1.27073925, 1.2557800000000001, 1.24557, 1.2692999999999999, 1.24329, 1.2692999999999999, 1.2407599999999999, 1.8909449999999999, 1.2514462499999999, 0.004062499999999969, 0.0029679999999999928, 0.0021700000000000053, -0.0005577777777777805, -0.00031636363636365, 0.0002184615384615349, 0.0010224999999999818, 0.00032190476190475606, 0.0010005769230769107, 0.00022129032258064085, 223.2999999999996, -14.899999999999913, ' 56213.'
'2012-07-01', ' EUR_USD', 'sell', ' 1.2669899999999998', ' 1.2654999999999998', ' 1.2681', ' 1.26508', ' 1.2663780025773195', 0.01849999999999996, 0.01692999999999989, 0.015214999999999756, 0.010499999999999954, -0.0026000000000001577, -0.0024250000000001215, 0.01483560545308738, 0.013559512081821516, 0.012169225416604819, 0.008366533864541796, -0.00205031148963028, -0.0019125736932390494, 333.16892332659205, 210.15426537221143, 240.19999774777145, 261.75762921189056, 251.02255783094688, 274.79715963510347, 73.66493489451156, 240.78924475890986, 16.239162021252316, 100.70882529177925, 53.201031852570964, 47.70170958944495, -0.003896257231689567, 0.0013213802489257561, 0.0022730332718212823, 0.00638183661703012, 1.2660449999999999, 0.019339999999999913, -1680, 43807, -18207, -6954, -341, 0.1948353846153846, 0.09380962962962962, 0.10102575498575499, 93.78875404101764, 1.2433625, 1.27175, 1.2664175, 1.255265, 1.2681, 1.255265, 1.2692999999999999, 1.24329, 1.90064, 1.2614424999999998, 0.004313750000000005, 0.0030100000000000014, 0.0022733333333333494, -0.00020166666666668022, -0.000451363636363626, -0.0005130769230769366, 0.00044062500000000004, 0.0005204761904761955, 0.0009134615384615361, 0.00034322580645161237, -14.899999999999913, -75.44999999999914, ' 2328.'
'2012-07-02', ' EUR_USD', 'buy', ' 1.26552', ' 1.257975', ' 1.26676', ' 1.25684', ' 1.2610435386391217', 0.01385499999999995, 0.010975000000000179, 0.009405000000000108, 0.0009950000000000792, 0.002975000000000172, -0.01012499999999994, 0.011136385557663208, 0.008801122694466864, 0.0075326173142075395, 0.0007915798182947057, 0.0023705179282869897, -0.007984386089425076, 147.45055716867287, -10.449238792996178, 213.44131358291787, 139.1169026318746, 155.4599610364756, 172.11727726268876, 94.27751916114252, 134.73857182108725, 28.78002517133831, 94.97098368982508, -55.22264745823823, 22.6116322914142, -0.0013297344500457213, -0.009819355346530594, -0.004632743327820944, -0.0036867490872227616, 1.2598875, 0.02334499999999995, -26055, -1680, 43807, -18207, -6954, 0.1946923076923077, 0.09374074074074072, 0.10095156695156697, 29.34451931857464, 1.244316, 1.2714880000000002, 1.2617737500000001, 1.2662449999999998, 1.26676, 1.25684, 1.2681, 1.25684, 1.89518, 1.264195, 0.0035812499999999803, 0.003183000000000025, 0.0022850000000000184, 0.000935555555555566, -0.0006872727272727082, -0.0004630769230769165, 0.00018999999999999573, 0.000716666666666667, 0.0005390384615384658, 0.0005816129032258061, -75.44999999999914, 25.34999999999954, ' 33787.'
'2012-07-03', ' EUR_USD', 'sell', ' 1.257955', ' 1.2604899999999999', ' 1.26273', ' 1.2559399999999998', ' 1.2593879985700143', -0.005940000000000056, 0.016369999999999774, 0.013490000000000002, 0.006689999999999863, 0.003509999999999902, 0.005489999999999995, -0.004690350039086295, 0.013157894736841922, 0.010817963111467524, 0.005335779231137233, 0.0027924071982051444, 0.004374501992031869, 66.12815790788952, -16.35319354000711, 168.99212854707437, 27.712854665146903, 253.45658780289503, 162.85895808595296, 253.6403780884071, 206.6364453116163, 133.69696399742725, 189.94152858746398, 43.78142689277034, 143.70625632620155, -0.0058639115089615555, 0.0006668519033062594, -0.00783974182376321, -0.0026427604978518635, 1.2599125, -0.005135000000000112, 9278, -26055, -1680, 43807, -18207, 0.19353461538461542, 0.09318333333333333, 0.10035128205128209, 21.403861823119694, 1.2445145000000002, 1.2708925, 1.25927875, 1.2617475, 1.26273, 1.2559399999999998, 1.26676, 1.2559399999999998, 1.8906999999999998, 1.2605675, -0.0016424999999999912, 0.002058999999999944, 0.0019808333333333206, 0.000716666666666674, -0.0006531818181818381, -0.0007949999999999987, -0.0002331250000000007, -0.000211904761904765, 0.0003261538461538478, 0.0006406451612903223, 25.34999999999954, -88.79999999999998, ' 27273.'
'2012-07-04', ' EUR_USD', 'sell', ' 1.2604600000000001', ' 1.2515800000000001', ' 1.26071', ' 1.250835', ' 1.2562373966250162', -0.01391999999999971, -0.014849999999999808, 0.007460000000000022, 0.0012950000000000461, -0.0022199999999998887, -0.005399999999999849, -0.010999604899249081, -0.011725875097715475, 0.0059962061537472446, 0.0010357638458431846, -0.0017706173233369665, -0.004296011074161761, -447.00506605740685, -188.07995200142457, 31.872234247466075, -156.05216361521113, 92.67586573134255, -107.48565535953274, 60.6010861684546, 85.2462753421484, -71.53023612277457, 24.171952098537076, -5.956019498124196, -5.628389817481387, -0.013027363772573037, -0.012891141037521803, -0.006406541499622927, -0.014853004840804221, 1.25367625, -0.005525000000000002, -19774, 9278, -26055, -1680, 43807, 0.19392153846153845, 0.09336962962962962, 0.10055190883190883, -39.340602955414326, 1.2450875000000001, 1.2707015000000002, 1.2558962500000002, 1.2592225, 1.26071, 1.250835, 1.26273, 1.250835, 1.8861275, 1.25755375, -0.001847500000000002, -0.0017179999999999752, 0.0013791666666666351, 0.0006944444444444543, 0.00021545454545454393, -0.0010469230769230692, -0.0008787500000000115, -0.00019047619047619064, 8.307692307692076e-05, 0.000478548387096772, -88.79999999999998, -123.40000000000018, ' 23289.'
'2012-07-05', ' EUR_USD', 'sell', ' 1.25161', ' 1.2392699999999999', ' 1.25387', ' 1.2364199999999999', ' 1.2437977326236405', -0.018705000000000194, -0.026229999999999976, -0.027160000000000073, -0.009300000000000086, -0.011015000000000219, -0.014530000000000154, -0.014869134919215559, -0.020726985381272208, -0.021446112299929782, -0.00744852110814779, -0.008809991321978763, -0.011588770138778237, -177.1151500488888, -179.91079087259234, -854.6074633290261, -425.7423659493163, -15.455534580798057, -349.05938265290433, -55.179558788753816, -50.70302615390734, -107.79606298135712, -82.38097937382686, -520.7839129959333, -227.91984492201473, -0.012533864541832689, -0.022734800094629866, -0.022599917187530884, -0.01617909736831682, 1.2422075, 0.003595000000000237, -29285, -19774, 9278, -26055, -1680, 0.19255076923076928, 0.09270962962962963, 0.09984113960113965, -153.3124921224149, 1.2434386, 1.2712674, 1.2452925, 1.2560200000000001, 1.2560200000000001, 1.2364199999999999, 1.26071, 1.2364199999999999, 1.87208, 1.25045875, -0.003222500000000017, -0.002845999999999993, -0.002571666666666639, 9.111111111111588e-05, -0.00021909090909089102, -0.0012342307692307759, -0.001181874999999999, 4.4285714285708354e-05, -0.00033346153846153676, 0.0003414516129032208, -123.40000000000018, -106.39999999999984, ' 43493.'
'2012-07-06', ' EUR_USD', 'buy', ' 1.23929', ' 1.22865', ' 1.2401499999999999', ' 1.2260499999999999', ' 1.2335040344639734', -0.03183999999999987, -0.029325000000000045, -0.03684999999999983, -0.018349999999999866, -0.019919999999999938, -0.02163500000000007, -0.025260017929535236, -0.02331127407142435, -0.029118925325957987, -0.014715316760224433, -0.015954251663903456, -0.017304054675534034, -401.9086611390041, -223.69719315054206, -284.1705224745669, -303.5783788215595, -1206.2514486275186, -630.7768774136965, -253.1383748866307, -137.71640798080875, -174.77280661253792, -177.21206770879607, -253.07451334455266, -226.99523161457375, -0.02253814698722332, -0.020996015936254882, -0.03110953394842677, -0.030975806928643216, 1.230875, 0.005450000000000177, -22014, -29285, -19774, 9278, -26055, 0.19065692307692306, 0.09179777777777777, 0.09885914529914529, -218.4625512081309, 1.2389256, 1.2728978999999998, 1.2335349999999998, 1.2454399999999999, 1.2454399999999999, 1.2260499999999999, 1.25387, 1.2260499999999999, 1.8531749999999998, 1.2391225, -0.005645000000000011, -0.005322000000000049, -0.004658333333333357, -0.0011883333333333468, -0.001300909090909095, -0.0013992307692307809, -0.0020571875000000017, -0.000995238095238102, -0.000654615384615386, -0.00013548387096774852, -106.39999999999984, 22.899999999999032, ' 34877.'
'2012-07-08', ' EUR_USD', 'buy', ' 1.22478', ' 1.2270699999999999', ' 1.22811', ' 1.2230400000000001', ' 1.2267087984189722', -0.024510000000000254, -0.033420000000000005, -0.030905000000000182, -0.01705000000000023, -0.019930000000000003, -0.021500000000000075, -0.01958324677607524, -0.026513498718752238, -0.024567260875613728, -0.01370446580715705, -0.015982357658380117, -0.017219699336040492, -240.65579082743312, -95.66771813792866, -425.1778324325067, -239.80499269819396, -300.0977812723624, -321.9771348441007, -117.25809629039237, -479.3953613870328, -278.2771952713519, -152.63189411100745, -192.56539903830046, -196.03356353334823, -0.021319189663423308, -0.02379512800521894, -0.022254980079681286, -0.03235549246904828, 1.2263225, 0.006629999999999914, 2238, -22014, -29285, -19774, 9278, 0.18902307692307693, 0.09101111111111111, 0.09801196581196582, -212.09659064413876, 1.2347620000000004, 1.2735055000000002, 1.2257500000000001, 1.23397, 1.23397, 1.2230400000000001, 1.2401499999999999, 1.2230400000000001, 1.83963, 1.2293375, -0.00814999999999999, -0.0069239999999999744, -0.006441666666666679, -0.002702777777777795, -0.0022672727272727237, -0.002166923076923062, -0.0028881249999999914, -0.0016957142857142924, -0.0009076923076923102, -0.0007946774193548375, 22.899999999999032, 47.0999999999977, ' 3795.'
'2012-07-09', ' EUR_USD', 'sell', ' 1.2270400000000001', ' 1.23175', ' 1.23243', ' 1.22695', ' 1.229612564715611', -0.007519999999999971, -0.019830000000000236, -0.028739999999999988, -0.034680000000000044, -0.012370000000000214, -0.015249999999999986, -0.006068088471438808, -0.01584397321785282, -0.022800656887400923, -0.027384063864564205, -0.009942770793814273, -0.01222935044105853, -26.762024286393213, 61.8182347757756, -193.26386568237152, -59.86688158591252, -356.25395796821357, -192.09328264565943, -44.367380363782395, -466.96468624050914, -77.17278652859258, -408.38200258618866, -203.81537286598132, -108.45184658611878, -0.014824619986643197, -0.01758653692773977, -0.020071918407611963, -0.018525896414342626, 1.2307199999999998, 0.003349999999999742, 20910, 2238, -22014, -29285, -19774, 0.18878, 0.09089407407407406, 0.09788592592592595, -150.13801011596115, 1.2316352000000002, 1.2734243, 1.2295425, 1.225925, 1.23243, 1.225925, 1.23243, 1.2230400000000001, 1.845905, 1.2276325, -0.005360000000000031, -0.005656000000000017, -0.005049999999999999, -0.004096666666666662, -0.0016740909090909154, -0.0016946153846153843, -0.0023428125000000133, -0.0016204761904761906, -0.0013365384615384639, -0.0007038709677419339, 47.0999999999977, -62.40000000000023, ' 27814.'
'2012-07-10', ' EUR_USD', 'sell', ' 1.23177', ' 1.22553', ' 1.2333850000000002', ' 1.22356', ' 1.2281131975799766', -0.0031200000000000117, -0.013739999999999863, -0.02605000000000013, -0.03996999999999984, -0.040899999999999936, -0.018590000000000106, -0.00253937248199244, -0.011087172286910734, -0.020813691493951746, -0.03158435401027249, -0.03229550784488676, -0.014942288525222731, -3.687917106969836, 6.503868115718453, -62.40651916034709, -5.660992966537866, -256.250569614482, -107.44833529393298, -1309.5592861163432, -691.0130050755494, -68.28116770023986, -564.4874240483406, -130.4485614684194, -502.76300509500084, -0.0184531103582498, -0.01979948571725653, -0.02254745573456693, -0.025020286718961303, 1.22700125, 0.0012900000000000134, -18068, 20910, 2238, -22014, -29285, 0.1895, 0.09124074074074073, 0.09825925925925927, -145.75801205969165, 1.2282217500000001, 1.2723457500000002, 1.22856125, 1.229395, 1.2333850000000002, 1.22356, 1.2333850000000002, 1.22356, 1.8451650000000002, 1.2290812500000001, -0.001691249999999922, -0.004096999999999973, -0.004554166666666637, -0.0038572222222222033, -0.0017318181818181829, -0.001512692307692294, -0.00155968749999999, -0.001970714285714286, -0.0012048076923076856, -0.0008117741935483833, -62.40000000000023, -10.60000000000283, ' 30165.'
'2012-07-11', ' EUR_USD', 'sell', ' 1.2255500000000001', ' 1.2244899999999999', ' 1.2296900000000002', ' 1.22129', ' 1.2258352545725775', -0.0025800000000000267, -0.004160000000000164, -0.014780000000000015, -0.03348500000000021, -0.04100999999999999, -0.04194000000000009, -0.0021025695355603403, -0.003385829975990041, -0.011926376011684312, -0.02661817603688484, -0.032406163571710785, -0.033116713912336324, 28.59904143902005, -2.275032613823093, -11.063751320912658, -9.118133891946968, -68.36637039329212, -16.943693425061575, -326.1055836130645, -352.0206731593873, -1343.9952319459562, -711.0917142961699, -72.2796144574617, -580.7934766721609, -0.01805132317562152, -0.019286063256365362, -0.02063129606449748, -0.0233769341202745, 1.22499, 0.005169999999999897, -7341, -18068, 20910, 2238, -22014, 0.18854307692307692, 0.09078, 0.09776307692307692, -137.59965310729743, 1.2244605500000003, 1.27259095, 1.225255, 1.22865, 1.2296900000000002, 1.22129, 1.2333850000000002, 1.22129, 1.840335, 1.2269812500000001, 0.0003950000000000342, -0.0020919999999999385, -0.004029999999999978, -0.004118888888888882, -0.003600909090909064, -0.001627307692307678, -0.0016618749999999793, -0.002051904761904755, -0.0008942307692307689, -0.001059677419354833, -10.60000000000283, -56.100000000001145, ' 30836.'
'2012-07-12', ' EUR_USD', 'buy', ' 1.22446', ' 1.21885', ' 1.22451', ' 1.2167', ' 1.2202204581437386', -0.012899999999999912, -0.008219999999999894, -0.009800000000000031, -0.0416399999999999, -0.039125000000000076, -0.04664999999999986, -0.010472904404302751, -0.0066988843342269755, -0.007976234078053172, -0.03303477219176662, -0.03110157197082619, -0.03686290003950997, -147.80752176055364, -74.93107946064038, -82.64136802035885, -92.7957777185112, -51.06346763498041, -93.8374524719643, -546.236432453122, -323.6063295853365, -382.9598491950625, -417.69724529047653, -1530.7440150988261, -819.9800989156702, -0.020311545510079514, -0.022574178027265357, -0.023803230896145167, -0.025142267562995715, 1.2197274999999999, 0.005349999999999966, -14420, -7341, -18068, 20910, 2238, 0.1883830769230769, 0.09070296296296294, 0.09768011396011396, -143.29693547148608, 1.2203028000000005, 1.2718412000000001, 1.22113, 1.22502, 1.22502, 1.2167, 1.2296900000000002, 1.2167, 1.83286, 1.2230475, -0.0019799999999999818, -0.0007200000000000095, -0.002606666666666646, -0.004246666666666658, -0.003962727272727274, -0.0021480769230769383, -0.001871874999999995, -0.0023121428571428525, -0.001405384615384616, -0.0010535483870967714, -56.100000000001145, 60.50000000000111, ' 32086.'
'2012-07-13', ' EUR_USD', 'hold', ' 1.21888', ' 1.22493', ' 1.225695', ' 1.2162600000000001', ' 1.221292898868005', -0.0005999999999999339, -0.006819999999999826, -0.0021399999999998087, -0.026650000000000063, -0.035559999999999814, -0.03304499999999999, -0.0004895840983084331, -0.005536837832352204, -0.0017439917853095657, -0.021293085539877642, -0.028211251180096483, -0.026268407559768666, 13.943878433807964, 54.217689173876636, -36.860641229173496, 6.805351557031096, 37.27737125500447, 4.786869486546312, -262.3264574535918, -112.03818613393452, -456.694304943954, -261.62188575640215, -321.6701444541829, -346.8969689505762, -0.03276928057610754, -0.015424557116676878, -0.017698476343223586, -0.018933660107162503, 1.22295375, 0.0013850000000001916, 23536, -14420, -7341, -18068, 20910, 0.1875153846153846, 0.09028518518518518, 0.09723019943019943, -114.17024501136555, 1.2177599000000001, 1.2700671000000001, 1.22144125, 1.2216550000000002, 1.225695, 1.2162600000000001, 1.225695, 1.2162600000000001, 1.833825, 1.22079125, -0.0019225000000000492, -0.001346999999999987, -0.00040250000000000935, -0.0038905555555555577, -0.00373318181818183, -0.0033542307692307613, -0.0017096875000000011, -0.0023154761904761864, -0.0014625000000000076, -0.0008391935483871007, 60.50000000000111, -1.9999999999997797, ' 28092.'
'2012-07-15', ' EUR_USD', 'buy', ' 1.22493', ' 1.22473', ' 1.2273299999999998', ' 1.22451', ' 1.225579068287037', 0.00024000000000024002, -0.0007999999999999119, -0.007019999999999804, -0.014539999999999775, -0.02685000000000004, -0.03575999999999979, 0.0001959999673335348, -0.0006527787977445773, -0.005699208443271609, -0.011732713613659474, -0.021452883555186274, -0.02836991963442772, 40.951893429840524, 77.84621732466773, 11.908275742741472, 51.891918040093095, -40.51020966770528, 4.116653168292238, -66.99102010876517, -14.339993319246188, -264.3517533999617, -113.56813641393502, -459.63976966465, -263.66084772445896, -0.03221651521137871, -0.0329272048198478, -0.015585313313828262, -0.01785886126704073, 1.225325, 0.007705000000000073, -1458, 23536, -14420, -7341, -18068, 0.18845076923076926, 0.09073555555555556, 0.0977152136752137, -86.05995061284239, 1.215134, 1.269666, 1.225375, 1.221905, 1.2273299999999998, 1.221905, 1.2273299999999998, 1.2162600000000001, 1.8395849999999998, 1.22344875, -0.0005900000000000905, -0.0012110000000000731, -0.0008500000000000174, -0.0029488888888889145, -0.003218181818181827, -0.003136153846153861, -0.001469687500000011, -0.002027857142857158, -0.0015050000000000042, -0.0012854838709677472, -1.9999999999997797, 18.799999999998818, ' 1728.'
'2012-07-16', ' EUR_USD', 'buy', ' 1.22471', ' 1.2265899999999998', ' 1.2290100000000002', ' 1.2175799999999999', ' 1.2234516253197452', 0.007739999999999858, 0.0020999999999999908, 0.0010599999999998388, -0.002060000000000173, -0.012680000000000025, -0.02499000000000029, 0.006350248184764211, 0.001714999714166707, 0.0008649319070115288, -0.0016766369592643737, -0.010231830028968688, -0.01996676201281603, 126.63090101278901, 103.29064897491679, 63.094486970390165, 99.73672803892141, 30.839380769659407, 73.52158958427952, 3.8297600726234915, 22.426293238911153, -56.33205540369339, 5.838682500800178, -245.51650109872185, -99.33959880993058, -0.02494882648701303, -0.0307467404188068, -0.031458509353063414, -0.01409028068032044, 1.2249425, 0.006049999999999667, 14199, -1458, 23536, -14420, -7341, 0.18842000000000003, 0.09072074074074074, 0.09769925925925929, -81.28597390603814, 1.2134915, 1.2682695000000002, 1.2244725, 1.22483, 1.2290100000000002, 1.2175799999999999, 1.2290100000000002, 1.2175799999999999, 1.8378, 1.2246074999999998, 0.0011250000000000426, -0.0001360000000000028, -0.0007291666666666696, -0.001237777777777745, -0.0028818181818181673, -0.00290384615384615, -0.0014640625000000018, -0.0013966666666666598, -0.001760000000000001, -0.0011516129032258014, 18.799999999998818, 29.94999999999859, ' 24629.'
